,eq,detaG
3597,C00019 + C04506 <=> C00021 + C04748,KeyError arised:'C04506'
3598,,
3599,C00256 + C00080 <=> C00001 + C00546,37.70857229
3600,C00001 + C00076 + C00002 <=> C00080 + C00009 + C00076 + C00008,-26.75961617
3601,C00001 + C00076 + C00002 <=> C00080 + C00009 + C00076 + C00008,-26.75961617
3602,C02163 + C00017 <=> C00080 + C01636 + C16739,KeyError arised:'C02163'
3603,,
3604,,
3605,,
3606,,
3607,,
3608,C00001 + C16699 <=> C00275 + C00258,11.11410086
3609,,
3610,C00002 + C00288 + C00188 <=> C00013 + C00001 + C20641,110.4308997
3611,C00740 <=> C01342 + C00022,-34.28422265
3612,C00979 + C00283 <=> C00033 + C00097,-50.47481839
3613,C00080 + C00001 + C00621 <=> C00110 + C00009,-24.4388911
3614,C00063 + C00080 + C00416 <=> C00013 + C00269,KeyError arised:'C00416'
3615,C00037 + C00003 + C17023 <=> 3.0 C00001 + C00153 + C20784,KeyError arised:'C17023'
3616,,
3617,C00004 + 2.0 C00007 + 2.0 C00533 <=> C00080 + C00003 + 2.0 C00244,-489.6868634
3618,C00005 + 2.0 C00007 + 2.0 C00533 <=> C00080 + C00006 + 2.0 C00244,-487.2462403
3619,C00002 + C00080 + C16241 <=> C00013 + C16238,56.99135155
3620,C00002 + C16241 + C16240 <=> C00020 + C00013 + C16237,KeyError arised:'C16240'
3621,,
3622,,
3623,C00158 <=> C00311,7.585597621
3624,C00698 <=> C00698,0
3625,C00122 + C00080 + C00004 <=> C00003 + C00042,-70.06079527
3626,C00001 + C03802 <=> C00013 + C00080 + C00171,KeyError arised:'C03802'
3627,C00131 + C00001 <=> C00360 + C00013 + C00080,-34.84213455
3628,C00286 + C00001 <=> C00362 + C00013 + C00080,-35.0829951
3629,C00459 + C00001 <=> C00013 + C00364 + C00080,-33.35094042
3630,C00001 + C00677 <=> C00013 + C00080 + C00676,KeyError arised:'C00677'
3631,2.0 C00080 + 2.0 C00704 <=> C00027 + C00007,-34.94142357
3632,,
3633,,
3634,C01847 + C00007 + C18091 <=> C00084 + C00061 + 2.0 C00080 + C00001 + C00088,-424.3787573
3635,C00001 + C01118 <=> C00109 + C01342 + C00080 + C00042,-70.08008927
3636,C00005 + 2.0 C14819 <=> C00080 + 2.0 C14818 + C00006,KeyError arised:'C14819'
3637,C00005 + 2.0 C14819 <=> C00080 + 2.0 C14818 + C00006,KeyError arised:'C14819'
3638,C00040 + C00681 <=> C00010 + C00416,KeyError arised:'C00040'
3639,C01342 + C00002 + C01573 <=> C00020 + C00013 + C00080 + C02872,KeyError arised:'C01573'
3640,C00001 + C19967 <=> C00013 + C00080 + C19968,-28.37857882
3641,C05752 + C16240 <=> C00229 + C16236,KeyError arised:'C05752'
3642,C16240 + C16239 <=> C00229 + C16237,KeyError arised:'C16240'
3643,C00002 + C05345 <=> C00008 + C00665 + C00080,-30.38849582
3644,C00002 + C00095 <=> C00008 + C00080 + C05345,15.9866585
3645,C00002 + C00221 <=> C00008 + C00080 + C01172,-14.35843564
3646,C00002 + C00267 <=> C00008 + C00080 + C00668,-14.35843564
3647,C00002 + C00329 <=> C00008 + C00352 + C00080,-12.19013355
3648,C00002 + C02336 <=> C00008 + C00080 + C05345,-10.07937177
3649,C00668 <=> C01172,-1.359182195
3650,C00577 + C00001 + C00003 <=> 2.0 C00080 + C00004 + C00258,-35.20604287
3651,C00555 + C00001 + C00006 <=> C00334 + 2.0 C00080 + C00005,-23.41304248
3652,C00555 + C00001 + C00003 <=> C00334 + 2.0 C00080 + C00004,-20.97241939
3653,C00001 + C00637 + C00003 <=> 2.0 C00080 + C00954 + C00004,-14.53329242
3654,C00001 + C00003 + C05985 <=> 2.0 C00080 + C00004 + C00804,-10.45183632
3655,2.0 C00001 + C00003 + C02670 <=> 3.0 C00080 + C00004 + C00818,-55.75082348
3656,C00001 + C00003 + C01149 <=> 2.0 C00080 + C00004 + C01181,-20.97275111
3657,C00001 + C00003 + C06002 <=> 2.0 C00080 + C00004 + C02170,-4.228354992
3658,C00001 + C00003 + C05130 <=> 2.0 C00080 + C00004 + C02835,-12.20521315
3659,C00001 + C00003 + C05445 <=> 2.0 C00080 + C00004 + C04554,2.635030898
3660,C00001 + C00003 + C05634 <=> 2.0 C00080 + C00004 + C05635,-30.35826049
3661,C00001 + C00003 + C05936 <=> 2.0 C00080 + C00004 + C02946,-21.749305
3662,C00001 + C00003 + C06613 <=> 2.0 C00080 + C00004 + C06614,-5.063692734
3663,C00001 + C00003 + C16348 <=> 2.0 C00080 + C00004 + C06615,-5.52251291
3664,C00001 + C00003 + C06754 <=> 2.0 C00080 + C00004 + C06755,-10.4519951
3665,C00001 + C00003 + C02576 <=> 2.0 C00080 + C00004 + C11924,0.455411512
3666,C00001 + C00003 + C03461 <=> 2.0 C00080 + C00004 + C16502,-2.669629601
3667,C00001 + C00002 + C00865 <=> C00080 + C00009 + C00865 + C00008,KeyError arised:'C00865'
3668,,
3669,,
3670,,
3671,C00019 + C00386 <=> C00080 + C00021 + C01262,7.07774767
3672,,
3673,,
3674,C00003 + C00160 <=> C00048 + C00080 + C00004,44.95530144
3675,,
3676,C00001 + C00089 <=> C00095 + C00031,-26.03504101
3677,C00001 + C00252 <=> C00031 + C00267,11.14302924
3678,2.0 C00001 + C00721 <=> 2.0 C00031,KeyError arised:'C00721'
3679,,
3680,,
3681,,
3682,2.0 C00019 + C16236 + 2.0 C17023 <=> 2.0 C00073 + C16237 + 2.0 C05198,KeyError arised:'C16236'
3683,C05752 + 2.0 C00019 + 2.0 C17023 <=> 2.0 C00073 + C16239 + 2.0 C05198,KeyError arised:'C05752'
3684,,
3685,C01326 + C00320 <=> 2.0 C00080 + C11481 + C01755,-391.4263292
3686,C00305 <=> C00305,0
3687,C00110 + C00029 <=> 2.0 C00080 + C00015 + C01246,44.19133854
3688,C00059 <=> C00059,0
3689,C00006 + C00314 <=> C00080 + C00005 + C00250,28.35155633
3690,C00461 + C00001 <=> C00140,KeyError arised:'C00461'
3691,C00114 <=> C00114,0
3692,C00001 + C00404 <=> C00080 + 2.0 C00009,864.3304262
3693,C00002 + C00001 + C00070 <=> C00008 + C00080 + C00009 + C00070,-26.75961617
3694,C00131 + C00001 <=> C00206 + C00080 + C00009,-26.75975391
3695,C00001 + C00940 <=> C00026 + C01342,-12.82588451
3696,C00002 + C00001 + C05113 <=> C00008 + C00080 + C00009 + C05113,-26.75961617
3697,,
3698,C00043 <=> C00043,0
3699,,
3700,C02979 <=> C02979,0
3701,C00001 + C02979 <=> C00116 + C00009,-2.609494816
3702,C00080 + C12147 <=> C00080 + C12147,0
3703,C00001 + C12147 <=> C00188 + C00009,-12.20246594
3704,,
3705,,
3706,C00001 + C06193 <=> C00387 + C00009,-4.61142848
3707,C00080 + C06193 <=> C00080 + C06193,0
3708,C00080 + C00988 <=> C00080 + C00988,0
3709,C00001 + C00988 <=> C00009 + C00160,-28.79107663
3710,,
3711,,
3712,C00007 + C01678 <=> C00080 + C00519,-230.2773394
3713,C00001 + C00003 + C00519 <=> C00080 + C00004 + C00245,113.4078221
3714,,
3715,,
3716,C00001 + C03031 <=> C00009 + C00299,-16.43976686
3717,C00080 + C03031 <=> C00080 + C03031,0
3718,C00001 + C01368 <=> C00009 + C00299,-3.699407717
3719,C00080 + C01368 <=> C00080 + C01368,0
3720,,
3721,,
3722,,
3723,,
3724,C00080 + C00791 <=> C00080 + C00791,0
3725,C00008 + C00080 + C05945 <=> C00002 + C00062,-5.326858048
3726,C00080 + C05945 <=> C00080 + C05945,0
3727,C00001 + C06501 <=> C00082 + C00009,17.4299429
3728,C00080 + C00536 <=> C00080 + C00536,0
3729,C00001 + C03104 <=> C00475 + C00009,-17.3556831
3730,C00080 + C03104 <=> C00080 + C03104,0
3731,C00001 + C02355 <=> C00080 + C03031,-59.86159733
3732,C00080 + C02355 <=> C00080 + C02355,0
3733,C00001 + C00606 <=> C00080 + C00041 + C11481,-135.056857
3734,C00080 + C00606 <=> C00080 + C00606,0
3735,C00001 + C01367 <=> C00212 + C00009,-4.506819181
3736,C01367 <=> C01367,0
3737,C00001 + C01742 <=> C00095 + C00031,-9.071394531
3738,C00080 + C01742 <=> C00080 + C01742,0
3739,C00010 + C00080 + C06809 <=> C00024 + C00097,33.15807037
3740,C00080 + C06809 <=> C00080 + C06809,0
3741,2.0 C00125 + 2.0 C00320 <=> 2.0 C00126 + C02084,KeyError arised:'C00125'
3742,C02084 <=> C02084,0
3743,C00080 + C00005 + C01062 <=> C00006 + C00257,-7.558511815
3744,C00080 + C01062 <=> C00080 + C01062,0
3745,,
3746,,
3747,C00001 + C02354 <=> C00080 + C03104,-70.39051876
3748,C00080 + C02354 <=> C00080 + C02354,0
3749,,
3750,C00132 <=> C00132,0
3751,,
3752,C00002 + C00795 <=> C00008 + C00080 + C01097,4.297819247
3753,C01097 <=> C00085,-13.81517309
3754,C00795 <=> C00795,0
3755,C00002 + C00010 + C00164 <=> C00332 + C00020 + C00013,3.169071588
3756,C00001 + C02712 <=> C00033 + C00073,-2.868645702
3757,,
3758,C00080 + C20958 <=> C00080 + C20958,0
3759,C00001 + C01835 <=> C00031 + C00208,-19.23442012
3760,,
3761,,
3762,C00001 + C00536 <=> C00013 + C00009,-18.7677138
3763,,
3764,C03189 <=> C03189,0
3765,C00080 + C02532 <=> C00080 + C02532,0
3766,C00001 + C02532 <=> C00009 + C00740,-12.74436859
3767,C00080 + C20958 <=> C00080 + C20958,0
3768,C00001 + C20958 <=> C00025 + C00041,-11.85467489
3769,C01990 <=> C00048 + C00036,-43.0266136
3770,C00001 + C00506 <=> C01342 + C00080 + C00022 + C11481,-209.1691442
3771,,
3772,,
3773,,
3774,,
3775,,
3776,,
3777,,
3778,C00080 + C00506 <=> C00080 + C00506,0
3779,C00001 + C19636 <=> C00095 + C00031,-8.327133838
3780,C00080 + C05123 <=> C00080 + C05123,0
3781,C00080 + C01990 <=> C00080 + C01990,0
3782,,
3783,,
3784,,
3785,,
3786,C00080 + C02712 <=> C00080 + C02712,0
3787,C00080 + C06501 <=> C00080 + C06501,0
3788,,
3789,,
3790,,
3791,C01847 + C00007 + C05123 <=> C00061 + C00266 + 2.0 C00080 + C00001 + C11481,-583.1554932
3792,,
3793,,
3794,C00001 + C03189 <=> C00116 + C00009,-13.23546211
3795,,
3796,,
3797,,
3798,,
3799,C00073 <=> C00073,0
3800,C00188 <=> C00188,0
3801,C01678 <=> ,-286.382623
3802,C06194 <=> C06194,0
3803,C00080 + C00631 <=> C00631 + C00080,0
3804,C00080 + C00197 <=> C00197 + C00080,0
3805,C00103 <=> C00103,0
3806,C00169 <=> C00169,0
3807,,
3808,,
3809,C00080 + C01005 <=> C01005 + C00080,0
3810,C00080 + C00144 <=> C00144 + C00080,0
3811,C01204 <=> C01204,0
3812,C00092 <=> C00092,0
3813,C00105 <=> C00105,0
3814,C00080 + C00074 <=> C00080 + C00074,0
3815,C00275 <=> C00275,0
3816,C00080 + C00346 <=> C00080 + C00346,0
3817,C00080 + C00345 <=> C00345 + C00080,0
3818,C00080 + C00636 <=> C00636 + C00080,0
3819,2.0 C00080 + C00013 <=> C00013 + 2.0 C00080,0
3820,C00588 <=> C00588,0
3821,C00320 <=> C00320,0
3822,C00080 + C00020 <=> C00020 + C00080,0
3823,C02353 <=> C02353,0
3824,C00080 + C00946 <=> C00946 + C00080,0
3825,C00080 + C00055 <=> C00055 + C00080,0
3826,C00329 <=> C00329,0
3827,C08347 <=> C01801,-33.61861948
3828,C00080 + C00327 <=> C00080 + C00327,0
3829,C00184 <=> C00184,0
3830,,
3831,,
3832,,
3833,,
3834,C00624 <=> C00624,0
3835,C00624 <=> C00624,0
3836,C00080 + C00248 <=> C00080 + C00248,0
3837,C02989 <=> C02989,0
3838,,
3839,C00080 + C01678 <=> C00080 + C01678,0
3840,C00283 + 2.0 C00007 <=> C00080 + C00059,-831.8365753
3841,C00080 + C00041 <=> C00080 + C00041,0
3842,C00080 + C00037 <=> C00080 + C00037,0
3843,C00283 + C01118 <=> C00155 + C00042,-72.30075152
3844,C01179 + C00007 <=> C00011 + C00544,-413.3334696
3845,C00007 + C00544 <=> C00080 + C01036,-452.3993939
3846,C01036 <=> C01061,-0.000104976
3847,C00001 + C01061 <=> C00122 + C00080 + C00164,-12.48676015
3848,C00532 + C00003 <=> C00080 + C00004 + C00312,36.79839628
3849,C00080 + C00005 + C00312 <=> C00006 + C00379,-20.67894884
3850,C00216 + C00080 + C00005 <=> C00006 + C01904,-10.82223662
3851,C00003 + C01904 <=> C00310 + C00080 + C00004,18.20136146
3852,C00164 <=> C00164,0
3853,C00132 <=> ,13.27405629
3854,C00946 + C00001 <=> C00212 + C00009,-17.29341986
3855,,
3856,C01990 <=> ,1100.218518
3857,C01742 <=> ,693.734058
3858,C01062 <=> ,730.5212616
3859,C00795 <=> ,434.9475674
3860,C19636 <=> ,694.4783187
3861,C00092 <=> ,1317.659218
3862,C01835 <=> ,941.0131675
3863,C00103 <=> ,1311.277041
3864,,
3865,C00329 <=> ,198.0734711
3866,C00184 <=> ,212.4560478
3867,,
3868,,
3869,,
3870,,
3871,,
3872,C20958 <=> ,280.1947178
3873,,
3874,,
3875,,
3876,,
3877,,
3878,C00327 <=> ,0.556647834
3879,,
3880,C00588 <=> ,460.5102372
3881,C03189 <=> ,1058.384772
3882,C00631 <=> ,1344.908952
3883,C00144 <=> ,788.7304318
3884,C01005 <=> ,1126.800556
3885,C02532 <=> ,1119.85701
3886,C00013 <=> ,1940.456647
3887,C00536 <=> ,2820.766036
3888,C00074 <=> ,1190.806585
3889,C05945 <=> ,596.2951678
3890,C00169 <=> ,1153.335487
3891,C00346 <=> ,759.4781826
3892,,
3893,,
3894,C02979 <=> ,1069.010739
3895,C06193 <=> ,796.6516543
3896,C00988 <=> ,1277.853526
3897,C00345 <=> ,1564.064418
3898,C00275 <=> ,1316.983194
3899,C06194 <=> ,555.2136634
3900,C06501 <=> ,841.1500793
3901,C12147 <=> ,1051.047974
3902,C00197 <=> ,1349.022591
3903,C00946 <=> ,544.9445769
3904,C01367 <=> ,557.7311776
3905,C02353 <=> ,316.2673851
3906,C00636 <=> ,1312.39198
3907,C00020 <=> ,549.8205868
3908,C02712 <=> ,-8.106998726
3909,C02989 <=> ,-44.70559351
3910,C00606 <=> ,277.1339944
3911,C06809 <=> ,147.1442154
3912,C00506 <=> ,387.6905286
3913,C05123 <=> ,247.4435634
3914,C00164 <=> ,287.6626706
3915,C00624 <=> ,433.2335759
3916,C00105 <=> ,1097.709319
3917,C00055 <=> ,844.762892
3918,,
3919,,
3920,C03104 <=> ,839.8753784
3921,C03031 <=> ,1093.014399
3922,C01368 <=> ,1105.754758
3923,C02354 <=> ,611.2034555
3924,C02355 <=> ,874.8713977
3925,C00345 + C00001 <=> C00009 + C00257,-9.893061484
3926,C00080 + C07086 <=> C00642,-162.7604677
3927,C00033 + C00080 + C00530 <=> C00001 + C00642,-24.91867398
3928,C00003 + C02630 <=> C00026 + C00080 + C00004,28.19343352
3929,C00010 + C00080 + C02630 <=> C00048 + C00001 + C00100,43.62234605
3930,C00026 + C00099 <=> C00025 + C00222,-3.282077901
3931,C00010 + C00003 + C00222 <=> C00024 + C00011 + C00004,-21.15261115
3932,C00010 + C00006 + C00222 <=> C00024 + C00011 + C00005,-23.59323424
3933,C00080 + C00222 <=> C00084 + C00011,-5.385086084
3934,C00003 + C06032 <=> C00109 + C00011 + C00004,-9.542566959
3935,C00048 + C00001 + C00100 <=> C00010 + C00080 + C06032,-30.38526239
3936,C00001 + C02050 <=> C00010 + C00080 + C01595,-30.75816786
3937,C00002 + C00010 + C01595 <=> C00020 + C00013 + C02050,-4.080204403
3938,C00001 + C01613 <=> C00124 + C00492,-5.607226421
3939,C00089 + C01613 <=> 2.0 C00492,-8.16E-06
3940,C00080 + C00076 <=> C00080 + C00076,0
3941,C00698 <=> C00698,0
3942,C00080 + C00070 <=> C00080 + C00070,0
3943,C00080 + C19610 <=> C00080 + C19610,0
3944,C00080 + C00038 <=> C00080 + C00038,0
3945,C00080 + C00305 <=> C00080 + C00305,0
3946,C00698 <=> ,0.612078768
3947,C00070 <=> ,0
3948,C19610 <=> ,3.107394435
3949,C00038 <=> ,3.107394435
3950,C00305 <=> ,455.5115795
3951,,
3952,,
3953,C00076 <=> ,2.448315071
3954,C01179 + C00080 <=> C01179 + C00080,0
3955,C00033 <=> C00033,0
3956,C00301 <=> C00301,0
3957,C00448 <=> C00448,0
3958,C00080 + C00253 <=> C00080 + C00253,0
3959,C00080 + C00346 <=> C00080 + C00346,0
3960,C00009 <=> C00009,0
3961,C00002 + C00001 + C00100 <=> C00008 + C00080 + C00009 + C00100,-26.75961617
3962,C00015 <=> C00015,0
3963,C00015 <=> C00015,0
3964,C00105 <=> C00105,0
3965,C00343 <=> C00343,0
3966,C00712 <=> C00712,0
3967,C00810 + C00080 <=> C00080 + C00810,0
3968,C00064 <=> C00064,0
3969,C00105 <=> C00105,0
3970,C00019 <=> C00019,0
3971,C00051 <=> C00051,0
3972,C00002 + C00008 <=> C00008 + C00002,0
3973,C00275 <=> C00275,0
3974,C00979 <=> C00979,0
3975,C00283 <=> C00283,0
3976,C00080 + C01419 <=> C00080 + C01419,0
3977,C00002 + C00008 <=> C00008 + C00002,0
3978,C00320 <=> C00320,0
3979,C11481 <=> C11481,0
3980,C00029 <=> C00029,0
3981,C00043 <=> C00043,0
3982,,
3983,C00469 + C01944 <=> C00010 + C12292,-24.76171349
3984,,
3985,,
3986,,
3987,,
3988,C12292 <=> C12292,0
3989,,
3990,,
3991,,
3992,,
3993,C12292 <=> C12292,0
3994,,
3995,,
3996,,
3997,,
3998,C12292 <=> ,-523.8851797
3999,,
4000,,
4001,,
4002,C00024 + C00469 <=> C00010 + C00849,-20.85777385
4003,C00849 <=> C00849,0
4004,C00109 + C00080 <=> C00011 + C00479,-5.57256013
4005,C00080 + C00004 + C00479 <=> C00003 + C05979,-27.97615903
4006,C00080 + C00004 + C00479 <=> C00003 + C05979,-27.97615903
4007,C00080 + C00005 + C00479 <=> C00006 + C05979,-25.53553594
4008,C05979 <=> C05979,0
4009,C00479 <=> C00479,0
4010,C05979 <=> C05979,0
4011,C00479 <=> ,-110.9439132
4012,C05979 <=> ,-148.6077734
4013,,
4014,,
4015,,
4016,,
4017,,
4018,,
4019,,
4020,,
4021,,
4022,,
4023,,
4024,,
4025,,
4026,C06044 <=> C06044,0
4027,,
4028,C06044 <=> C06044,0
4029,,
4030,C06044 <=> ,-204.3197813
4031,C00001 + C00003 + C00479 <=> C00080 + C00004 + C00163,-49.52159379
4032,C00002 + C00010 + C00163 <=> C00020 + C00013 + C00100,6.270893927
4033,,
4034,C00100 <=> C00100,0
4035,C00136 <=> C00136,0
4036,,
4037,C01944 <=> C01944,0
4038,C05274 <=> C05274,0
4039,C00163 <=> C00163,0
4040,,
4041,,
4042,,
4043,,
4044,,
4045,,
4046,,
4047,,
4048,,
4049,,
4050,,
4051,,
4052,C00283 <=> C00283,0
4053,C00001 + C00097 <=> C01342 + C00022 + C00283,-2.939366033
4054,C00026 + C00097 <=> C00025 + C00957,-14.94756503
4055,C00342 + C00957 <=> C00283 + C00022 + C00343,-12.44563668
4056,C15521 <=> C15521,KeyError arised:'C15521'
4057,C05122 <=> C05122,0
4058,C00026 + C00007 + C15521 <=> C06735 + C00011 + C00042 + C11481,KeyError arised:'C15521'
4059,C00001 + C01861 <=> C00059 + C00320,-160.6914774
4060,C00283 <=> ,-51.44416314
4061,C15521 <=> ,KeyError arised:'C15521'
4062,C05122 <=> ,-540.7189104
4062,,
4063,,
4064,,
4065,,
4066,,
4067,,
4068,,
4069,,
4070,,
4071,,
4072,,
4073,,
4074,,
4075,,
4076,,
4077,,
4078,,
4079,,
4080,,
4081,,
4082,,
4083,,
4084,,
4085,,
4086,,
4087,,
4088,,
4089,,
4090,,
4091,,
4092,,
4093,,
4094,,
4095,,
4096,,
4097,,
4098,,
4099,,
4100,,
4101,,
4102,,
4103,,
4104,,
4105,,
4106,,
4107,,
4108,,
4109,,
4110,,
4111,,
4112,,
4113,,
4114,,
4115,,
4116,,
4117,,
4118,,
4119,,
4120,,
4121,,
4122,,
4123,,
4124,,
4125,,
4126,,
4127,,
4128,,
4129,,
4130,,
4131,,
4132,,
4133,,
4134,,
4135,,
4136,,
4137,,
4138,,
4139,,
4140,,
4141,,
4142,,
4143,,
4144,,
4145,,
4146,,
4147,,
4148,,
4149,,
4150,,
4151,,
4152,C00524 <=> C00032 + C02248,KeyError arised:'C00524'
4153,C00080 + C00004 + C00741 <=> C00810 + C00003,-14.82561281
4154,C00003 + C00810 <=> C00080 + C00741 + C00004,14.82561281
4155,C00002 + C00001 + C06112 + C00064 <=> C00008 + C00080 + C00025 + C00009 + C02282,KeyError arised:'C06112'
4156,,
4157,,
4158,C00080 + C00005 + C00472 <=> C00006 + C02389,60.56874195
4159,,
4160,C00001 + C00301 <=> C00020 + C00080 + C00117,-54.36913115
4161,C00062 <=> C00062,0
4162,C00135 <=> C00135,0
4163,C00047 <=> C00047,0
4164,C00002 + C00010 + C00209 <=> C00020 + C00013 + C00313,-15.74402572
4165,,
4166,,
4167,C01330 + C00238 + C00698 <=> C00238 + C01330 + C00698,0
4168,C00095 <=> C00095,0
4169,C00124 <=> C00124,0
4170,C00110 + C00043 <=> C04500 + C00105,2.412602428
4171,C00051 + C00001 <=> C01419 + C00025,22.08121899
4172,C00002 + C00001 + C01413 <=> C00008 + C00080 + C00009 + C01413,-26.75961617
4173,,
4174,C00187 <=> C00187,0
4175,,
4176,C00003 + C03351 <=> C00080 + C00004 + C03067,12.80920242
4177,C00003 + C07216 <=> C00080 + C00004 + C07209,20.88168271
4178,C00003 + C06576 <=> C00080 + C00004 + C06577,20.84352265
4179,C00003 + C06757 <=> C00080 + C00004 + C06758,20.84352265
4180,C00003 + C00556 <=> C00080 + C00004 + C00261,20.84352265
4181,C00002 + C00001 + C19610 <=> C00008 + C00080 + C00009 + C19610,-26.75961617
4183,C00003 + C00392 <=> C00095 + C00080 + C00004,11.46848452
4184,C06033 <=> C00022,339.7879668
4185,C00080 + C00036 <=> C00011 + C00022,-16.85810271
4186,C00001 + C00073 + C00343 <=> C00080 + C00342 + C15999,110.0810349
4187,C00002 + C00148 + C01649 <=> C00020 + C00013 + C02702,KeyError arised:'C01649'
4188,C00051 <=> C01419 + C01879,26.74994099
4189,C15522 <=> C00001 + C00268,-31.9780967
4190,C00080 + C00704 <=> C00027 + C00007,-35.64709229
4191,C00001 + C06369 <=> C00009 + C00586,-8.28511338
4192,,
4193,,
4194,C00038 <=> C00038,0
4195,C00038 <=> C00038,0
4196,,
4197,C00004 + C00996 <=> C00080 + C00003 + C00999,KeyError arised:'C00996'
4198,C00006 + C20227 <=> C00080 + C00005 + C20226,-29.41451556
4199,C01322 + C00051 <=> C00462 + C02320,KeyError arised:'C01322'
4200,C00051 + C01322 <=> C00462 + C02320,KeyError arised:'C01322'
4201,C00051 + C01322 <=> C00462 + C02320,KeyError arised:'C01322'
4202,C00001 + C00073 + C00343 <=> C00080 + C00342 + C02989,160.1136921
4203,,
4204,,
4205,C00002 + C00001 + C01879 <=> C00008 + C00080 + C00025 + C00009,-189.7097423
4206,C11511 <=> C01342 + C00036,-40.3098357
4207,C01322 + C00051 <=> C00462 + C02320,KeyError arised:'C01322'
4208,C00051 + C05422 <=> C00127 + C00072,-361.1980344
4209,C00051 + C05422 <=> C00127 + C00072,-361.1980344
4210,C00086 <=> C00001 + C01566,4.547804979
4211,C00661 + C00064 + C00117 <=> C00080 + C00001 + C00025 + C00009 + C00018,9.219228995
4212,C00199 + C00661 + C00064 <=> C00080 + C00001 + C00025 + C00009 + C00018,8.178971737
4214,C00001 + C01419 <=> C00097 + C00037,5.53300677
4215,C00001 + C05729 <=> C00037 + C05726,KeyError arised:'C05729'
4216,C00061 + C00001 <=> C00009 + C00255,-21.61530372
4217,C00080 + C14818 + C00007 <=> C00001 + C14819,KeyError arised:'C14819'
4218,,
4219,,
4220,C00001 + C03360 <=> C00080 + C00009 + C00870,14.94175788
4221,C00003 + C01507 <=> C00080 + C00247 + C00004,13.21250666
4222,C00002 + C00984 <=> C00008 + C00446 + C00080,-24.00784606
4223,C00001 + C04047 <=> C00010 + C00080 + C01188,-8.49346534
4224,C00002 + C00001 + C01330 <=> C00008 + C00080 + C00009 + C01330,-26.75961617
4225,C00002 + C00001 + C00370 <=> C00008 + C00080 + C00009 + C00370,-26.75961617
4226,C00026 + C00041 <=> C00025 + C00022,0.671717886
4227,C00001 + C02505 <=> C01342 + C07086,-21.67321861
4228,C00001 + C02693 <=> C01342 + C00954,-21.67476085
4230,C01342 + C00511 <=> C00001 + C01659,-6.712285513
4231,C00001 + C09815 <=> C01342 + C00180,-32.45130569
4232,C00002 + C00257 <=> C00345 + C00008 + C00080,-16.86655469
4233,C00019 + C04506 <=> C00021 + C04748,KeyError arised:'C04506'
4234,,
4236,C00256 + C00080 <=> C00001 + C00546,37.70857229
4237,C00001 + C00076 + C00002 <=> C00080 + C00009 + C00076 + C00008,-26.75961617
4238,C00001 + C00076 + C00002 <=> C00080 + C00009 + C00076 + C00008,-26.75961617
4239,C02163 + C00017 <=> C00080 + C01636 + C16739,KeyError arised:'C02163'
4240,,
4241,,
4242,,
4243,,
4244,,
4245,C00001 + C16699 <=> C00275 + C00258,11.11410086
4246,,
4247,C00002 + C00288 + C00188 <=> C00013 + C00001 + C20641,110.4308997
4248,C00740 <=> C01342 + C00022,-34.28422265
4249,C00979 + C00283 <=> C00033 + C00097,-50.47481839
4250,C00080 + C00001 + C00621 <=> C00110 + C00009,-24.4388911
4251,C00063 + C00080 + C00416 <=> C00013 + C00269,KeyError arised:'C00416'
4252,C00037 + C00003 + C17023 <=> C00001 + C00153 + C20784,KeyError arised:'C17023'
4253,,
4254,C00004 + C00007 + C00533 <=> C00080 + C00003 + C00244,-277.6634413
4255,C00005 + C00007 + C00533 <=> C00080 + C00006 + C00244,-275.2228182
4256,C00002 + C00080 + C16241 <=> C00013 + C16238,56.99135155
4258,C00002 + C16241 + C16240 <=> C00020 + C00013 + C16237,KeyError arised:'C16240'
4260,,
4261,,
4262,C00158 <=> C00311,7.585597621
4263,C00698 <=> C00698,0
4264,C00122 + C00080 + C00004 <=> C00003 + C00042,-70.06079527
4265,C00001 + C03802 <=> C00013 + C00080 + C00171,KeyError arised:'C03802'
4266,C00131 + C00001 <=> C00360 + C00013 + C00080,-34.84213455
4267,C00286 + C00001 <=> C00362 + C00013 + C00080,-35.0829951
4268,C00459 + C00001 <=> C00013 + C00364 + C00080,-33.35094042
4269,C00001 + C00677 <=> C00013 + C00080 + C00676,KeyError arised:'C00677'
4270,C00080 + C00704 <=> C00027 + C00007,-35.64709229
4271,,
4272,,
4273,C01847 + C00007 + C18091 <=> C00084 + C00061 + C00080 + C00001 + C00088,-424.3787573
4274,C00001 + C01118 <=> C00109 + C01342 + C00080 + C00042,-70.08008927
4275,C00005 + C14819 <=> C00080 + C14818 + C00006,KeyError arised:'C14819'
4276,C00005 + C14819 <=> C00080 + C14818 + C00006,KeyError arised:'C14819'
4277,C00040 + C00681 <=> C00010 + C00416,KeyError arised:'C00040'
4278,C01342 + C00002 + C01573 <=> C00020 + C00013 + C00080 + C02872,KeyError arised:'C01573'
4279,C00001 + C19967 <=> C00013 + C00080 + C19968,-28.37857882
4280,C05752 + C16240 <=> C00229 + C16236,KeyError arised:'C05752'
4281,C16240 + C16239 <=> C00229 + C16237,KeyError arised:'C16240'
4282,C00002 + C05345 <=> C00008 + C00665 + C00080,-30.38849582
4283,C00002 + C00095 <=> C00008 + C00080 + C05345,15.9866585
