,#,timestamp,dataset,subset,run,subsubset,random,method,model,metric:accuracy,metric:accuracyTopK5,metric:balanced_accuracy,metric:precision_macro,metric:recall_macro,metric:f1_macro,metric:clstime,error,metric:runtime,metric:candidates,metric:movelets,metric:avgFeatures,metric:maxSize,metric:nTrajectories,metric:maxTrajSize,metric:minTrajSize,metric:avgTrajSize,file,metric:maxFeatures,metric:minFeatures,metric:scored,metric:trajectoriesCompared,metric:trajectoriesPruned,metric:cls_time,name,key
344,344,2024-06-15 14:47:56.571488,FoursquareNYC,specific,5,specific,1,MARC,-,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,62890.762,False,62891.191,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MARC/model_marc_summary.csv,,,,,,,MARC--,FoursquareNYC-specific-5
345,345,2024-06-15 14:47:57.363547,FoursquareNYC,specific,5,add_gru,1,MARC,-,0.7857142857142857,1.0,0.7528571428571429,0.7538461538461538,0.8600000000000001,0.7528571428571429,30597.984,False,30598.427,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MARC_add_gru/model_marc_summary.csv,,,,,,,MARC--,FoursquareNYC-specific-5
346,346,2024-06-15 14:47:57.404989,FoursquareNYC,specific,5,150_average_gru,1,MARC,-,0.7142857142857143,1.0,0.6528571428571428,0.6247619047619049,0.8183333333333334,0.6528571428571428,41395.261,False,41395.663,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MARC_150_average_gru/model_marc_summary.csv,,,,,,,MARC--,FoursquareNYC-specific-5
347,347,2024-06-15 14:47:57.170950,FoursquareNYC,specific,5,specific,1,MM,NN,1.0,1.0,1.0,1.0,1.0,1.0,20538.786,False,3397261.0,10091625.0,514.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MM/model_mmlp_summary.csv,,,,,,,MM-NN,FoursquareNYC-specific-5
348,348,2024-06-15 14:47:57.152350,FoursquareNYC,specific,5,specific,1,MM,RF,1.0,1.0,1.0,1.0,1.0,1.0,433.42,False,3397261.0,10091625.0,514.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MM/model_mrf_summary.csv,,,,,,,MM-RF,FoursquareNYC-specific-5
349,349,2024-06-15 14:47:57.188842,FoursquareNYC,specific,5,specific,1,MM,SVM,1.0,1.0,1.0,1.0,1.0,1.0,13.26,False,3397261.0,10091625.0,514.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MM/model_msvc_summary.csv,,,,,,,MM-SVM,FoursquareNYC-specific-5
350,350,2024-06-15 14:47:55.651296,FoursquareNYC,specific,5,specific,1,MML,NN,1.0,1.0,1.0,1.0,1.0,1.0,21066.676,False,52063.0,1689375.0,596.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MML/model_mmlp_summary.csv,,,,,,,MML-NN,FoursquareNYC-specific-5
351,351,2024-06-15 14:47:55.633715,FoursquareNYC,specific,5,specific,1,MML,RF,1.0,1.0,1.0,1.0,1.0,1.0,445.757,False,52063.0,1689375.0,596.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MML/model_mrf_summary.csv,,,,,,,MML-RF,FoursquareNYC-specific-5
352,352,2024-06-15 14:47:55.668567,FoursquareNYC,specific,5,specific,1,MML,SVM,1.0,1.0,1.0,1.0,1.0,1.0,15.123,False,52063.0,1689375.0,596.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MML/model_msvc_summary.csv,,,,,,,MML-SVM,FoursquareNYC-specific-5
353,353,2024-06-15 14:47:55.704833,FoursquareNYC,specific,5,specific,1,MMp,NN,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,21381.485999999997,False,9982.0,140250.0,175.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MMp/model_mmlp_summary.csv,,,,,,,MMp-NN,FoursquareNYC-specific-5
354,354,2024-06-15 14:47:55.686666,FoursquareNYC,specific,5,specific,1,MMp,RF,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,429.693,False,9982.0,140250.0,175.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MMp/model_mrf_summary.csv,,,,,,,MMp-RF,FoursquareNYC-specific-5
355,355,2024-06-15 14:47:55.723167,FoursquareNYC,specific,5,specific,1,MMp,SVM,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,6.9430000000000005,False,9982.0,140250.0,175.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MMp/model_msvc_summary.csv,,,,,,,MMp-SVM,FoursquareNYC-specific-5
356,356,2024-06-15 14:47:55.774519,FoursquareNYC,specific,5,specific,1,MMpL,NN,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,21038.016,False,10391.0,140250.0,175.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MMpL/model_mmlp_summary.csv,,,,,,,MMpL-NN,FoursquareNYC-specific-5
357,357,2024-06-15 14:47:55.756976,FoursquareNYC,specific,5,specific,1,MMpL,RF,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,423.581,False,10391.0,140250.0,175.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MMpL/model_mrf_summary.csv,,,,,,,MMpL-RF,FoursquareNYC-specific-5
358,358,2024-06-15 14:47:55.792476,FoursquareNYC,specific,5,specific,1,MMpL,SVM,0.9642857142857144,1.0,0.95,0.9596638655462184,0.977777777777778,0.95,6.864,False,10391.0,140250.0,175.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/MMpL/model_msvc_summary.csv,,,,,,,MMpL-SVM,FoursquareNYC-specific-5
359,359,2024-06-15 14:47:57.678340,FoursquareNYC,specific,5,poi_1,1,NPOI,-,0.9285714285714286,1.0,0.9,0.9083333333333332,0.9555555555555556,0.9,,False,6741.509,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/NPOI_poi_1/poi_1/model_npoi_summary.csv,,,,,,3283.865,NPOI--,FoursquareNYC-specific-5
360,360,2024-06-15 14:47:56.218312,FoursquareNYC,specific,5,space_1,1,POI,-,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,,False,18690.534,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/POI_space_1_2_3/space_1/model_poi_summary.csv,,,,,,6507.555,POI--,FoursquareNYC-specific-5
361,361,2024-06-15 14:47:56.243804,FoursquareNYC,specific,5,space_2,1,POI,-,0.8214285714285714,1.0,0.775,0.7340350877192983,0.9166666666666669,0.775,,False,18690.534,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/POI_space_1_2_3/space_2/model_poi_summary.csv,,,,,,3230.77,POI--,FoursquareNYC-specific-5
362,362,2024-06-15 14:47:56.269392,FoursquareNYC,specific,5,space_3,1,POI,-,0.6785714285714286,1.0,0.635,0.6247916334872856,0.8875,0.635,,False,18690.534,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/POI_space_1_2_3/space_3/model_poi_summary.csv,,,,,,3660.211,POI--,FoursquareNYC-specific-5
363,363,2024-06-15 14:47:56.293455,FoursquareNYC,specific,5,space_1_2_3,1,POI,-,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,,False,18690.534,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/POI_space_1_2_3/space_1_2_3/model_poi_summary.csv,,,,,,4876.113,POI--,FoursquareNYC-specific-5
364,364,2024-06-15 14:47:57.142080,FoursquareNYC,specific,5,poi_1,1,POI,-,0.9285714285714286,1.0,0.9,0.9083333333333332,0.9555555555555556,0.9,,False,6494.629,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/POI_poi_1/poi_1/model_poi_summary.csv,,,,,,3115.0229999999997,POI--,FoursquareNYC-specific-5
365,365,2024-06-14 12:39:14.000000,FoursquareNYC,specific,5,specific,1,R,NN,1.0,1.0,1.0,1.0,1.0,1.0,21347.965,False,6412535.0,10523340.0,552.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/R/model_mmlp_summary.csv,,,1052347.0,,,,R-NN,FoursquareNYC-specific-5
366,366,2024-06-14 12:39:14.000000,FoursquareNYC,specific,5,specific,1,R,RF,0.9285714285714286,1.0,0.9214285714285716,0.9338217338217336,0.96,0.9214285714285716,429.97,False,6412535.0,10523340.0,552.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/R/model_mrf_summary.csv,,,1052347.0,,,,R-RF,FoursquareNYC-specific-5
367,367,2024-06-14 12:39:14.000000,FoursquareNYC,specific,5,specific,1,R,SVM,1.0,1.0,1.0,1.0,1.0,1.0,15.204,False,6412535.0,10523340.0,552.0,8.0,108.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/R/model_msvc_summary.csv,,,1052347.0,,,,R-SVM,FoursquareNYC-specific-5
368,368,2024-06-14 12:37:37.000000,FoursquareNYC,specific,5,specific,1,RL,NN,1.0,1.0,1.0,1.0,1.0,1.0,20268.035,False,68849.0,2121090.0,828.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/RL/model_mmlp_summary.csv,,,212120.0,,,,RL-NN,FoursquareNYC-specific-5
369,369,2024-06-14 12:37:37.000000,FoursquareNYC,specific,5,specific,1,RL,RF,1.0,1.0,1.0,1.0,1.0,1.0,452.401,False,68849.0,2121090.0,828.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/RL/model_mrf_summary.csv,,,212120.0,,,,RL-RF,FoursquareNYC-specific-5
370,370,2024-06-14 12:37:37.000000,FoursquareNYC,specific,5,specific,1,RL,SVM,1.0,1.0,1.0,1.0,1.0,1.0,21.048,False,68849.0,2121090.0,828.0,8.0,6.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/RL/model_msvc_summary.csv,,,212120.0,,,,RL-SVM,FoursquareNYC-specific-5
371,371,2024-06-14 18:46:10.000000,FoursquareNYC,specific,5,specific,1,SM,NN,0.9285714285714286,1.0,0.9,0.8977777777777778,0.935,0.9,20716.028,True,0.0,9693060.0,446.0,,,48.0,108.0,10.0,32.041666666666664,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SM/model_mmlp_summary.csv,8.0,8.0,,,,,SM-NN,FoursquareNYC-specific-5
372,372,2024-06-14 18:46:10.000000,FoursquareNYC,specific,5,specific,1,SM,RF,0.8571428571428571,1.0,0.8,0.7336898395721925,0.8920634920634921,0.8,423.879,True,0.0,9693060.0,446.0,,,48.0,108.0,10.0,32.041666666666664,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SM/model_mrf_summary.csv,8.0,8.0,,,,,SM-RF,FoursquareNYC-specific-5
373,373,2024-06-14 18:46:10.000000,FoursquareNYC,specific,5,specific,1,SM,SVM,0.8928571428571429,1.0,0.85,0.8254545454545454,0.9142857142857144,0.85,10.226,True,0.0,9693060.0,446.0,,,48.0,108.0,10.0,32.041666666666664,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SM/model_msvc_summary.csv,8.0,8.0,,,,,SM-SVM,FoursquareNYC-specific-5
374,374,2024-06-14 18:07:44.000000,FoursquareNYC,specific,5,specific,1,SMD,NN,1.0,1.0,1.0,1.0,1.0,1.0,20028.372,False,2280305.0,1697632.0,524.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SMD/model_mmlp_summary.csv,4.0,2.0,,,,,SMD-NN,FoursquareNYC-specific-5
375,375,2024-06-14 18:07:44.000000,FoursquareNYC,specific,5,specific,1,SMD,RF,1.0,1.0,1.0,1.0,1.0,1.0,415.998,False,2280305.0,1697632.0,524.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SMD/model_mrf_summary.csv,4.0,2.0,,,,,SMD-RF,FoursquareNYC-specific-5
376,376,2024-06-14 18:07:44.000000,FoursquareNYC,specific,5,specific,1,SMD,SVM,1.0,1.0,1.0,1.0,1.0,1.0,10.25,False,2280305.0,1697632.0,524.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SMD/model_msvc_summary.csv,4.0,2.0,,,,,SMD-SVM,FoursquareNYC-specific-5
377,377,2024-06-14 16:56:07.000000,FoursquareNYC,specific,5,specific,1,SML,NN,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,19918.479000000003,False,4270161.0,1688610.0,595.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SML/model_mmlp_summary.csv,8.0,8.0,,,,,SML-NN,FoursquareNYC-specific-5
378,378,2024-06-14 16:56:07.000000,FoursquareNYC,specific,5,specific,1,SML,RF,1.0,1.0,1.0,1.0,1.0,1.0,430.307,False,4270161.0,1688610.0,595.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SML/model_mrf_summary.csv,8.0,8.0,,,,,SML-RF,FoursquareNYC-specific-5
379,379,2024-06-14 16:56:07.000000,FoursquareNYC,specific,5,specific,1,SML,SVM,0.9642857142857144,1.0,0.95,0.958095238095238,0.975,0.95,11.046,False,4270161.0,1688610.0,595.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SML/model_msvc_summary.csv,8.0,8.0,,,,,SML-SVM,FoursquareNYC-specific-5
380,380,2024-06-14 16:16:53.000000,FoursquareNYC,specific,5,specific,1,SMLD,NN,1.0,1.0,1.0,1.0,1.0,1.0,20097.107,False,2328840.0,328678.0,597.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SMLD/model_mmlp_summary.csv,4.0,2.0,,,,,SMLD-NN,FoursquareNYC-specific-5
381,381,2024-06-14 16:16:53.000000,FoursquareNYC,specific,5,specific,1,SMLD,RF,1.0,1.0,1.0,1.0,1.0,1.0,411.8049999999999,False,2328840.0,328678.0,597.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SMLD/model_mrf_summary.csv,4.0,2.0,,,,,SMLD-RF,FoursquareNYC-specific-5
382,382,2024-06-14 16:16:53.000000,FoursquareNYC,specific,5,specific,1,SMLD,SVM,1.0,1.0,1.0,1.0,1.0,1.0,10.799,False,2328840.0,328678.0,597.0,,,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/SMLD/model_msvc_summary.csv,4.0,2.0,,,,,SMLD-SVM,FoursquareNYC-specific-5
383,383,2024-06-14 23:25:55.299261,FoursquareNYC,specific,5,specific,1,TRF,RF,0.8928571428571429,1.0,0.85,0.8447058823529412,0.94,0.85,256.367,False,256.76300000000003,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/TRF/model_trf_summary.csv,,,,,,,TRF-RF,FoursquareNYC-specific-5
384,384,2024-06-14 23:25:58.895823,FoursquareNYC,specific,5,specific,1,TXGB,-,0.2857142857142857,0.0,0.2,0.0888888888888888,0.8571428571428571,0.2,152.614,False,152.93499999999997,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/TXGB/model_txgb_summary.csv,,,,,,,TXGB--,FoursquareNYC-specific-5
385,385,2024-06-14 23:26:48.322154,FoursquareNYC,specific,5,poi,1,Tulvae,-,1.0,1.0,1.0,1.0,1.0,1.0,34561.081,False,34561.534,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/Tulvae_poi/model_tulvae_summary.csv,,,,,,,Tulvae--,FoursquareNYC-specific-5
386,386,2024-06-14 23:27:26.414467,FoursquareNYC,specific,5,space,1,Tulvae,-,1.0,1.0,1.0,1.0,1.0,1.0,36571.335,False,36571.768,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/Tulvae_space/model_tulvae_summary.csv,,,,,,,Tulvae--,FoursquareNYC-specific-5
387,387,2024-06-14 12:36:32.000000,FoursquareNYC,specific,5,specific,1,U,NN,0.8571428571428571,1.0,0.8,0.7550877192982457,0.9204545454545456,0.8,20657.56,False,6022.0,37539.0,1693.0,3.875,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/U/model_mmlp_summary.csv,,,,,,,U-NN,FoursquareNYC-specific-5
388,388,2024-06-14 12:36:32.000000,FoursquareNYC,specific,5,specific,1,U,RF,0.8928571428571429,1.0,0.85,0.848421052631579,0.9454545454545455,0.85,464.168,False,6022.0,37539.0,1693.0,3.875,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/U/model_mrf_summary.csv,,,,,,,U-RF,FoursquareNYC-specific-5
389,389,2024-06-14 12:36:32.000000,FoursquareNYC,specific,5,specific,1,U,SVM,0.9285714285714286,1.0,0.9,0.908235294117647,0.9527777777777778,0.9,33.506,False,6022.0,37539.0,1693.0,3.875,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/U/model_msvc_summary.csv,,,,,,,U-SVM,FoursquareNYC-specific-5
390,390,2024-06-14 12:37:05.000000,FoursquareNYC,specific,5,specific,1,UT50,NN,0.8571428571428571,1.0,0.8,0.7550877192982457,0.9204545454545456,0.8,20630.371,False,5924.0,36809.0,1579.0,3.857142857142857,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/UT50/model_mmlp_summary.csv,,,,,,,UT50-NN,FoursquareNYC-specific-5
391,391,2024-06-14 12:37:05.000000,FoursquareNYC,specific,5,specific,1,UT50,RF,0.9285714285714286,1.0,0.9,0.9111111111111112,0.96,0.9,445.244,False,5924.0,36809.0,1579.0,3.857142857142857,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/UT50/model_mrf_summary.csv,,,,,,,UT50-RF,FoursquareNYC-specific-5
392,392,2024-06-14 12:37:05.000000,FoursquareNYC,specific,5,specific,1,UT50,SVM,0.9285714285714286,1.0,0.9,0.908235294117647,0.9527777777777778,0.9,30.38,False,5924.0,36809.0,1579.0,3.857142857142857,20.0,56.0,108.0,10.0,30.232142857142858,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/UT50/model_msvc_summary.csv,,,,,,,UT50-SVM,FoursquareNYC-specific-5
393,393,2024-06-15 14:47:57.393963,FoursquareNYC,specific,5,poi_1,1,WNPOI,-,0.9285714285714286,1.0,0.9,0.9083333333333332,0.9555555555555556,0.9,,False,6536.695,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/WNPOI_poi_1/poi_1/model_wnpoi_summary.csv,,,,,,3146.663,WNPOI--,FoursquareNYC-specific-5
394,394,2024-06-15 14:47:55.746273,FoursquareNYC,specific,5,specific,1,Xiao,NN,0.8571428571428571,1.0,0.8414285714285714,0.8422035480859009,0.8592063492063492,0.8414285714285714,21079.286,False,1078.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/Xiao/model_mmlp_summary.csv,,,,,,,Xiao-NN,FoursquareNYC-specific-5
395,395,2024-06-15 14:47:55.740975,FoursquareNYC,specific,5,specific,1,Xiao,RF,0.6428571428571429,1.0,0.5842857142857143,0.6318648018648018,0.888888888888889,0.5842857142857143,478.268,False,1078.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/Xiao/model_mrf_summary.csv,,,,,,,Xiao-RF,FoursquareNYC-specific-5
396,396,2024-06-15 14:47:55.751630,FoursquareNYC,specific,5,specific,1,Xiao,SVM,0.6428571428571429,1.0,0.5728571428571428,0.525,0.6911111111111111,0.5728571428571428,7.856999999999999,False,1078.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/Xiao/model_msvc_summary.csv,,,,,,,Xiao-SVM,FoursquareNYC-specific-5
397,397,2024-06-15 14:47:57.693879,FoursquareNYC,specific,5,specific,1,Zheng,NN,0.6785714285714286,1.0,0.5700000000000001,0.5246946242611877,0.7944444444444445,0.5700000000000001,20458.309,False,785.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/Zheng/model_mmlp_summary.csv,,,,,,,Zheng-NN,FoursquareNYC-specific-5
398,398,2024-06-15 14:47:57.688417,FoursquareNYC,specific,5,specific,1,Zheng,RF,0.8214285714285714,1.0,0.8128571428571428,0.8184210526315789,0.8654545454545455,0.8128571428571428,437.394,False,785.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/Zheng/model_mrf_summary.csv,,,,,,,Zheng-RF,FoursquareNYC-specific-5
399,399,2024-06-15 14:47:57.699285,FoursquareNYC,specific,5,specific,1,Zheng,SVM,0.6428571428571429,1.0,0.52,0.4356037151702786,0.7801587301587302,0.52,6.159999999999999,False,785.0,,,,,,,,,/Users/tarlisportela/Downloads/sample/results/FoursquareNYC/run5/Zheng/model_msvc_summary.csv,,,,,,,Zheng-SVM,FoursquareNYC-specific-5
