,feature_name
CDC25B,CDC25B
NRP1,NRP1
RRP12,RRP12
SLC2A14,SLC2A14
GLIPR2,GLIPR2
ICAM4,ICAM4
CHST15,CHST15
RFESD,RFESD
TNC,TNC
LINC01684,LINC01684
ARNT2,ARNT2
LILRB5,LILRB5
NOMO2,NOMO2
MGAT1,MGAT1
ITGA10,ITGA10
TRGV4,TRGV4
ADAMTS17,ADAMTS17
KHDRBS3,KHDRBS3
FCRLA,FCRLA
SLCO4A1,SLCO4A1
FRAT2,FRAT2
ENOSF1,ENOSF1
KMO,KMO
C3AR1,C3AR1
MYBL1,MYBL1
CD109,CD109
COPG1,COPG1
RPS18,RPS18
GLCCI1,GLCCI1
TSPO,TSPO
PEAK1,PEAK1
HOOK2,HOOK2
SLA,SLA
LINC02446,LINC02446
RALGAPA2,RALGAPA2
PMEPA1,PMEPA1
TECPR1,TECPR1
GPR18,GPR18
MEIS1,MEIS1
OLAH,OLAH
DUSP10,DUSP10
EPM2A,EPM2A
EHD1,EHD1
GTSE1,GTSE1
EVA1C,EVA1C
CTSA,CTSA
GCNT4,GCNT4
ATXN1,ATXN1
ADAMTS5,ADAMTS5
KALRN,KALRN
RPL34,RPL34
EPB41L2,EPB41L2
TPBG,TPBG
TLE1,TLE1
FBF1,FBF1
ARPC5,ARPC5
GRAMD1A,GRAMD1A
PDE4D,PDE4D
HCAR2,HCAR2
LINC01970,LINC01970
MYLK,MYLK
PCDH17,PCDH17
CLC,CLC
TNK2,TNK2
TNFRSF21,TNFRSF21
PRDM8,PRDM8
AIM2,AIM2
KATNBL1,KATNBL1
KDM5B,KDM5B
GPATCH2,GPATCH2
RAMP1,RAMP1
HNMT,HNMT
TESPA1,TESPA1
IGHA2,IGHA2
VSTM1,VSTM1
CD79A,CD79A
GABRR2,GABRR2
IL4R,IL4R
HDAC3,HDAC3
TRBV5-4,TRBV5-4
IL23R,IL23R
CFD,CFD
CD37,CD37
TFDP2,TFDP2
SHISAL2A,SHISAL2A
DLX2,DLX2
TMEM63A,TMEM63A
SYNGR2,SYNGR2
VASP,VASP
ZFP36,ZFP36
FGR,FGR
SPIC,SPIC
CNTNAP2,CNTNAP2
DNTT,DNTT
STX4,STX4
MAEA,MAEA
IGLV5-45,IGLV5-45
BAIAP3,BAIAP3
MMP19,MMP19
CT70,CT70
LINC01562,LINC01562
LINC02696,LINC02696
MYBL2,MYBL2
NCALD,NCALD
HEMGN,HEMGN
TOPBP1,TOPBP1
ADGRG6,ADGRG6
STRN4,STRN4
ARHGEF39,ARHGEF39
SYT5,SYT5
NNAT,NNAT
ISL2,ISL2
KREMEN1,KREMEN1
LINC00663,LINC00663
RSPH9,RSPH9
TP53INP1,TP53INP1
GPR174,GPR174
TRBV12-4,TRBV12-4
BEND4,BEND4
LINC00623,LINC00623
IGLC7,IGLC7
SLC39A5,SLC39A5
FCMR,FCMR
MAGEH1,MAGEH1
ERFE,ERFE
FUCA1,FUCA1
SAMMSON,SAMMSON
PLEKHF1,PLEKHF1
ARG2,ARG2
MARCKSL1,MARCKSL1
LINC00309,LINC00309
NMT2,NMT2
TCTN1,TCTN1
ANKRD33B,ANKRD33B
TMEM176B,TMEM176B
ELF3,ELF3
ABLIM2,ABLIM2
NEK5,NEK5
TRAV14DV4,TRAV14DV4
PACSIN2,PACSIN2
TRAV24,TRAV24
B4GALT5,B4GALT5
TRIM34,TRIM34
CCDC141,CCDC141
TRAV12-1,TRAV12-1
RILPL2,RILPL2
HGSNAT,HGSNAT
GPM6A,GPM6A
WDFY3,WDFY3
SERPINC1,SERPINC1
FHL3,FHL3
OXR1,OXR1
TRAV19,TRAV19
ATP2B1-AS1,ATP2B1-AS1
TENT5A,TENT5A
RAMP2,RAMP2
ABCA13,ABCA13
RNF222,RNF222
SCN1B,SCN1B
SYP,SYP
FOXJ1,FOXJ1
ACAD9,ACAD9
SLC25A44,SLC25A44
MTA1,MTA1
SLC30A2,SLC30A2
FEZ1,FEZ1
DHRS9,DHRS9
SEMA4A,SEMA4A
CMTM1,CMTM1
TBPL1,TBPL1
HAPLN3,HAPLN3
APOLD1,APOLD1
SUCNR1,SUCNR1
ZNF519,ZNF519
ARL4D,ARL4D
HBB,HBB
LIF,LIF
IGLL5,IGLL5
PAGE5,PAGE5
SLC31A2,SLC31A2
PDE7B,PDE7B
PIGR,PIGR
AHSP,AHSP
DBN1,DBN1
NR1H3,NR1H3
KDM3A,KDM3A
NUDT11,NUDT11
TBC1D30,TBC1D30
IGHV1-58,IGHV1-58
SAA1,SAA1
ATP13A2,ATP13A2
CLNK,CLNK
RAB31,RAB31
GAPDH,GAPDH
RFLNB,RFLNB
LOXL2,LOXL2
CDC14B,CDC14B
MNDA,MNDA
PCGF3,PCGF3
DUSP4,DUSP4
TIGIT,TIGIT
ZBTB17,ZBTB17
TMEM217,TMEM217
ORAI2,ORAI2
MCEMP1,MCEMP1
RBFADN,RBFADN
RASL11B,RASL11B
KMT2D,KMT2D
MAST4,MAST4
KLRC4,KLRC4
IGSF6,IGSF6
KIF5C,KIF5C
RBPJ,RBPJ
BCL7A,BCL7A
HES4,HES4
ATAD5,ATAD5
CRYBG1,CRYBG1
NDRG1,NDRG1
PDGFD,PDGFD
CDCA2,CDCA2
STX7,STX7
MTTP,MTTP
TP53I13,TP53I13
TSEN2,TSEN2
KIAA0825,KIAA0825
MXI1,MXI1
SLC45A4,SLC45A4
CLIC5,CLIC5
TLK1,TLK1
VAV3,VAV3
TNFRSF11A,TNFRSF11A
SLC4A4,SLC4A4
ISG15,ISG15
TMC5,TMC5
RAPGEF2,RAPGEF2
CLIC2,CLIC2
STAP1,STAP1
NCF1,NCF1
CHKA,CHKA
CARMN,CARMN
CAMK2N1,CAMK2N1
RBMS1,RBMS1
MAP3K11,MAP3K11
FMNL1,FMNL1
PIR,PIR
IKZF2,IKZF2
SLC35B2,SLC35B2
CLDN5,CLDN5
EVPL,EVPL
SVIL,SVIL
MBOAT2,MBOAT2
CARHSP1,CARHSP1
PIF1,PIF1
MTUS1,MTUS1
HMBS,HMBS
IFI44L,IFI44L
RAB4B,RAB4B
PPM1K-DT,PPM1K-DT
MAP3K5,MAP3K5
PIGM,PIGM
ANXA4,ANXA4
FILIP1L,FILIP1L
PRIMPOL,PRIMPOL
GMNN,GMNN
SLAMF7,SLAMF7
S100A8,S100A8
HMGB3,HMGB3
FAM53C,FAM53C
ATP6V1D,ATP6V1D
GADD45G,GADD45G
IGHV1-18,IGHV1-18
IGHV1-69,IGHV1-69
VSTM2L,VSTM2L
CD274,CD274
MT1E,MT1E
SYNM,SYNM
MAML3,MAML3
PIK3CD,PIK3CD
IGLV2-11,IGLV2-11
STAM2,STAM2
ANKRD36,ANKRD36
VASN,VASN
LRATD2,LRATD2
PLEKHH2,PLEKHH2
YJEFN3,YJEFN3
RTP5,RTP5
ARHGAP45,ARHGAP45
HLA-DQB2,HLA-DQB2
CCR10,CCR10
E2F8,E2F8
HEXIM1,HEXIM1
VWDE,VWDE
SCUBE1,SCUBE1
GPR155,GPR155
KCNK13,KCNK13
EML6,EML6
CHSY1,CHSY1
PEX11G,PEX11G
PLEKHO1,PLEKHO1
OASL,OASL
ITSN2,ITSN2
DTHD1,DTHD1
IGHV4-59,IGHV4-59
GBP4,GBP4
CD74,CD74
TNNT1,TNNT1
DDX3Y,DDX3Y
GCOM1,GCOM1
KIR2DL4,KIR2DL4
SCN7A,SCN7A
PRSS3,PRSS3
RFTN2,RFTN2
KIAA0319,KIAA0319
PTTG1,PTTG1
SELENBP1,SELENBP1
CMTM2,CMTM2
GPR42,GPR42
AHCYL2,AHCYL2
ZNF598,ZNF598
RAB15,RAB15
FGFBP2,FGFBP2
TYW5,TYW5
CCL25,CCL25
RSU1,RSU1
EIF2AK3,EIF2AK3
TRBC2,TRBC2
HMGCS1,HMGCS1
IL12B,IL12B
PIM2,PIM2
PLEKHN1,PLEKHN1
RGS6,RGS6
SIRPG,SIRPG
RPAP2,RPAP2
SNX22,SNX22
ESPN,ESPN
TAX1BP1,TAX1BP1
SRXN1,SRXN1
ST6GALNAC2,ST6GALNAC2
MICAL3,MICAL3
EIF4E3,EIF4E3
MINDY4,MINDY4
LINC01551,LINC01551
CNP,CNP
ANKRD9,ANKRD9
KANK2,KANK2
NME1,NME1
APMAP,APMAP
RAPGEF5,RAPGEF5
PPP2CA,PPP2CA
PCSK1N,PCSK1N
GIMAP2,GIMAP2
MRPL18,MRPL18
GPAT3,GPAT3
CDHR3,CDHR3
INHBB,INHBB
ZFAND5,ZFAND5
DUSP8,DUSP8
KIF11,KIF11
FAM3D,FAM3D
CD63,CD63
HMGN5,HMGN5
DSP,DSP
TRAV3,TRAV3
CCL22,CCL22
NUPR1,NUPR1
TNR,TNR
RRP1,RRP1
RRAS2,RRAS2
MYCT1,MYCT1
TPD52,TPD52
CMTM8,CMTM8
ZCCHC18,ZCCHC18
TBC1D4,TBC1D4
MYBPC3,MYBPC3
DMTN,DMTN
AMPD3,AMPD3
AQP10,AQP10
S100A6,S100A6
TCEAL9,TCEAL9
TET2,TET2
IL1R2,IL1R2
ZFP36L2,ZFP36L2
S100A13,S100A13
GRIK4,GRIK4
NIN,NIN
FPR1,FPR1
FNDC3A,FNDC3A
TBC1D32,TBC1D32
KRT15,KRT15
XPR1,XPR1
ARPP21,ARPP21
WHAMM,WHAMM
TRIM17,TRIM17
RBM23,RBM23
NGFR,NGFR
RARRES1,RARRES1
LRRC25,LRRC25
RASD1,RASD1
DDX3X,DDX3X
LINC01765,LINC01765
GLIS3,GLIS3
PAK6,PAK6
RHOBTB3,RHOBTB3
TMOD3,TMOD3
WASF1,WASF1
TRAPPC11,TRAPPC11
HSP90AB1,HSP90AB1
TACSTD2,TACSTD2
CXCL16,CXCL16
ATG9A,ATG9A
UBC,UBC
STAT4,STAT4
TUBB2B,TUBB2B
GRK2,GRK2
TMEM205,TMEM205
LINC02539,LINC02539
CLMP,CLMP
DDB2,DDB2
APOBR,APOBR
NUF2,NUF2
SAMSN1,SAMSN1
TCL1A,TCL1A
CUL1,CUL1
TRAV5,TRAV5
IKZF3,IKZF3
WNT5A,WNT5A
RRM1,RRM1
GAS7,GAS7
LIX1-AS1,LIX1-AS1
GOLGA6L9,GOLGA6L9
CTSC,CTSC
HOXB2,HOXB2
ZBTB37,ZBTB37
TRAT1,TRAT1
GCDH,GCDH
LTA4H,LTA4H
HSPA6,HSPA6
ARHGAP26,ARHGAP26
CCNB1,CCNB1
TCTN2,TCTN2
ITGA7,ITGA7
CSNK1D,CSNK1D
SLC16A3,SLC16A3
LINC01857,LINC01857
PLEK,PLEK
GPAT4,GPAT4
ZNF236,ZNF236
CYTOR,CYTOR
FSTL1,FSTL1
ACP6,ACP6
LINC02605,LINC02605
PRR7,PRR7
TRAV29DV5,TRAV29DV5
CCDC80,CCDC80
MAP3K2-DT,MAP3K2-DT
ANXA2,ANXA2
KIF2C,KIF2C
MFSD2A,MFSD2A
MXRA7,MXRA7
LDHA,LDHA
LIPA,LIPA
CFLAR,CFLAR
UGCG,UGCG
EMP2,EMP2
LINC02227,LINC02227
MAFF,MAFF
AMN,AMN
LILRA4,LILRA4
ANKRD31,ANKRD31
HS3ST3B1,HS3ST3B1
RNF19B,RNF19B
ZNF141,ZNF141
ITGA5,ITGA5
NABP1,NABP1
TP53I3,TP53I3
ITLN1,ITLN1
ST6GALNAC1,ST6GALNAC1
SLC30A4,SLC30A4
EFHC2,EFHC2
DNM3,DNM3
ZAP70,ZAP70
KBTBD6,KBTBD6
EEF1A2,EEF1A2
NRXN1,NRXN1
CDCA8,CDCA8
DGKA,DGKA
LMOD3,LMOD3
CTSK,CTSK
ITPKB,ITPKB
MXD1,MXD1
TXNDC5,TXNDC5
XPA,XPA
BRI3,BRI3
LRIF1,LRIF1
PAPSS2,PAPSS2
SUB1,SUB1
DENND5B,DENND5B
LYZ,LYZ
HLA-DMA,HLA-DMA
IGKV2D-28,IGKV2D-28
BCL11A,BCL11A
EMC10,EMC10
ODC1,ODC1
TRIM10,TRIM10
MSL1,MSL1
MICU3,MICU3
CAV2,CAV2
PDGFRB,PDGFRB
LRRC4,LRRC4
GLS2,GLS2
AGPS,AGPS
LRRN1,LRRN1
TRAF5,TRAF5
LINC02562,LINC02562
GNAO1,GNAO1
FERMT2,FERMT2
TESC,TESC
TMEM106C,TMEM106C
TRBV6-5,TRBV6-5
S100A2,S100A2
SLC35C2,SLC35C2
OXT,OXT
ARG1,ARG1
CSF3R,CSF3R
ARHGEF40,ARHGEF40
LIM2,LIM2
MCF2,MCF2
TFCP2L1,TFCP2L1
NMU,NMU
ZC3H11A,ZC3H11A
B2M,B2M
EGR2,EGR2
PGD,PGD
DNASE1,DNASE1
DGKD,DGKD
CLEC4C,CLEC4C
CKAP4,CKAP4
CCDC159,CCDC159
NPIPB12,NPIPB12
PPP1R14A,PPP1R14A
NXF1,NXF1
VWA3B,VWA3B
TVP23A,TVP23A
MTMR7,MTMR7
ZNF99,ZNF99
ZNF331,ZNF331
CDK5R1,CDK5R1
MYLK4,MYLK4
NUMB,NUMB
PDE7A,PDE7A
ZNF587,ZNF587
MFSD1,MFSD1
STK11IP,STK11IP
TNFRSF9,TNFRSF9
NPLOC4,NPLOC4
SSX2IP,SSX2IP
PRG4,PRG4
PVRIG,PVRIG
PPM1H,PPM1H
CD14,CD14
GATA2,GATA2
AXIN2,AXIN2
GYPA,GYPA
CTH,CTH
ATP2B1,ATP2B1
ANGPT1,ANGPT1
GSK3B,GSK3B
SPTBN4,SPTBN4
F13A1,F13A1
ADGRE5,ADGRE5
RORA,RORA
GRIPAP1,GRIPAP1
SHTN1,SHTN1
KAT2A,KAT2A
RAD54L2,RAD54L2
CYB561A3,CYB561A3
TMEM43,TMEM43
LIX1,LIX1
S100A1,S100A1
SIGLEC6,SIGLEC6
MAFB,MAFB
DCHS1,DCHS1
CCNJL,CCNJL
BCO2,BCO2
KIAA0513,KIAA0513
BTBD19,BTBD19
DBNDD1,DBNDD1
CD96,CD96
MT2A,MT2A
FCGR3B,FCGR3B
SATB1,SATB1
CHMP1B,CHMP1B
DDX41,DDX41
FRMD3,FRMD3
PAPSS1,PAPSS1
TC2N,TC2N
BUB1,BUB1
RINT1,RINT1
S1PR4,S1PR4
LMCD1,LMCD1
PACC1,PACC1
FAM81B,FAM81B
GPR141,GPR141
ANKRD26,ANKRD26
NCS1,NCS1
CDK1,CDK1
IGKV1-8,IGKV1-8
CYGB,CYGB
NDC80,NDC80
CCDC152,CCDC152
SAXO2,SAXO2
BTN3A1,BTN3A1
TDRD9,TDRD9
PLXNC1,PLXNC1
NCK2,NCK2
PTPRJ,PTPRJ
ZYX,ZYX
SNX15,SNX15
RBM28,RBM28
TMEM171,TMEM171
IRF2BPL,IRF2BPL
DNAJB9,DNAJB9
SKIL,SKIL
CSF2RB,CSF2RB
RNASEH2A,RNASEH2A
METTL8,METTL8
TRAV8-3,TRAV8-3
BICRA,BICRA
XCR1,XCR1
CREM,CREM
CDA,CDA
CD1E,CD1E
PIK3CB,PIK3CB
IL18RAP,IL18RAP
TK1,TK1
NME8,NME8
NR4A3,NR4A3
ADM,ADM
MYO1F,MYO1F
CHRNA1,CHRNA1
ZDHHC23,ZDHHC23
DOK1,DOK1
DKK3,DKK3
CD24,CD24
DOK2,DOK2
TLCD4,TLCD4
RHAG,RHAG
TENT5B,TENT5B
TRGV5,TRGV5
TPO,TPO
PPP1R9A,PPP1R9A
HIPK2,HIPK2
CR1,CR1
PRKD2,PRKD2
AREG,AREG
MTHFR,MTHFR
SESN3,SESN3
FSCN1,FSCN1
APP,APP
WSB1,WSB1
RCSD1,RCSD1
NCEH1,NCEH1
FAM177A1,FAM177A1
DEPDC1,DEPDC1
REL,REL
PPEF1,PPEF1
MROH8,MROH8
LINC01725,LINC01725
STIMATE,STIMATE
RGS2,RGS2
TXK,TXK
SRGAP3,SRGAP3
CASP6,CASP6
LYVE1,LYVE1
GOLGB1,GOLGB1
FECH,FECH
GIGYF1,GIGYF1
AP3M2,AP3M2
CSNK1E,CSNK1E
PLEKHG1,PLEKHG1
CLEC7A,CLEC7A
POR,POR
VIL1,VIL1
SLC18A2,SLC18A2
SSBP2,SSBP2
SRSF7,SRSF7
B3GNT2,B3GNT2
SLC39A8,SLC39A8
DCHS2,DCHS2
CD3G,CD3G
SDHAF1,SDHAF1
ADSL,ADSL
PPP3CA,PPP3CA
SMPD3,SMPD3
CRELD1,CRELD1
NCF2,NCF2
HBA1,HBA1
BCAT1,BCAT1
LY6G6F,LY6G6F
RASGEF1B,RASGEF1B
GPR108,GPR108
AP5Z1,AP5Z1
ARID3A,ARID3A
BEND2,BEND2
IER5,IER5
GPR84,GPR84
CTSH,CTSH
IL6,IL6
TAGLN,TAGLN
RGN,RGN
SLC25A15,SLC25A15
SPIDR,SPIDR
AKAP9,AKAP9
HPD,HPD
WWP2,WWP2
NUP85,NUP85
USP10,USP10
ACTN1,ACTN1
ENDOD1,ENDOD1
LHX4,LHX4
PAG1,PAG1
IL1B,IL1B
PLA2G15,PLA2G15
MCAM,MCAM
RIC3,RIC3
IGHV3-30,IGHV3-30
RPS19,RPS19
TRIM36,TRIM36
LINC01686,LINC01686
ZBTB43,ZBTB43
JAML,JAML
NACA2,NACA2
GPR55,GPR55
ATF7IP,ATF7IP
ZNF540,ZNF540
SLCO1A2,SLCO1A2
BACE2,BACE2
LEP,LEP
EVC2,EVC2
PFKFB4,PFKFB4
MAOB,MAOB
EFHD2,EFHD2
GZMH,GZMH
RPS26,RPS26
IGHV3-13,IGHV3-13
P2RY1,P2RY1
GPHN,GPHN
CYP19A1,CYP19A1
FCRL5,FCRL5
ATP1B1,ATP1B1
ABCD1,ABCD1
SOX6,SOX6
GCHFR,GCHFR
ALDH1A1,ALDH1A1
FAM43A,FAM43A
OGFRL1,OGFRL1
SDC2,SDC2
TOX2,TOX2
HLA-DRA,HLA-DRA
MS4A1,MS4A1
CCAR1,CCAR1
RHOC,RHOC
SRSF12,SRSF12
CC2D2B,CC2D2B
DNAJB1,DNAJB1
CLSTN3,CLSTN3
WIPF3,WIPF3
NRG2,NRG2
CD1C,CD1C
SPG7,SPG7
CD2,CD2
MYO16,MYO16
GADD45B,GADD45B
GSTO1,GSTO1
MAP4K2,MAP4K2
CSF1R,CSF1R
ENPP4,ENPP4
ZNF563,ZNF563
SLC25A13,SLC25A13
NPIPB11,NPIPB11
RNF149,RNF149
SSR4,SSR4
EOMES,EOMES
GINS2,GINS2
CDS2,CDS2
BAMBI,BAMBI
LZIC,LZIC
TRBV5-6,TRBV5-6
TRIM4,TRIM4
NR4A1,NR4A1
JCHAIN,JCHAIN
MSX1,MSX1
GJB2,GJB2
SGO1,SGO1
SDC1,SDC1
NEK9,NEK9
MTSS1,MTSS1
SAMD3,SAMD3
TRIM72,TRIM72
ENTPD1,ENTPD1
GRINA,GRINA
SCARA5,SCARA5
GAS1,GAS1
SERPINB1,SERPINB1
ARHGEF12,ARHGEF12
TMEM192,TMEM192
TRAV10,TRAV10
SOCS2,SOCS2
PRKAR2B,PRKAR2B
PIKFYVE,PIKFYVE
JAKMIP2,JAKMIP2
IGLV7-46,IGLV7-46
GM2A,GM2A
PZP,PZP
SLC26A8,SLC26A8
LHX1,LHX1
LINC00545,LINC00545
MICU1,MICU1
CD81,CD81
ITPR1,ITPR1
GREM1,GREM1
PCTP,PCTP
GPCPD1,GPCPD1
ZNF143,ZNF143
LAMP5,LAMP5
ZNF891,ZNF891
TNFAIP2,TNFAIP2
TLR8,TLR8
PAN2,PAN2
FN3K,FN3K
OSBP2,OSBP2
KCNA3,KCNA3
PLAAT4,PLAAT4
CASS4,CASS4
C8G,C8G
NFAM1,NFAM1
FANK1,FANK1
FAM161B,FAM161B
SP1,SP1
TRBV7-6,TRBV7-6
SHKBP1,SHKBP1
IFT57,IFT57
ELL2,ELL2
IER3,IER3
PRSS22,PRSS22
CITED4,CITED4
FMN1,FMN1
TG,TG
LGALS4,LGALS4
SCGB1C1,SCGB1C1
COL4A2,COL4A2
AGTPBP1,AGTPBP1
NUPR2,NUPR2
SERPINB8,SERPINB8
RETN,RETN
LILRB1,LILRB1
DPF3,DPF3
SIT1,SIT1
HLX,HLX
NFIB,NFIB
CXCR2,CXCR2
MMRN1,MMRN1
RBP5,RBP5
ATP6V0A1,ATP6V0A1
CRTAM,CRTAM
SAMD9,SAMD9
ACTA2,ACTA2
SOX18,SOX18
CNST,CNST
NKX3-1,NKX3-1
ATAD2B,ATAD2B
GPR25,GPR25
ARID5A,ARID5A
DUSP1,DUSP1
GIHCG,GIHCG
GADD45A,GADD45A
ARL4A,ARL4A
COBL,COBL
TGIF1,TGIF1
CUEDC1,CUEDC1
SPEF2,SPEF2
CLASP1,CLASP1
LINC01934,LINC01934
VCAM1,VCAM1
ACTRT3,ACTRT3
LEPR,LEPR
STAT1,STAT1
KIAA0319L,KIAA0319L
GALNT8,GALNT8
IL24,IL24
FBXL18,FBXL18
MMP17,MMP17
PLA2G7,PLA2G7
SOCS1,SOCS1
CALHM6,CALHM6
ANKRD54,ANKRD54
INKA2,INKA2
SH3BGRL3,SH3BGRL3
SERTAD1,SERTAD1
IGLC2,IGLC2
MT1X,MT1X
SDC4,SDC4
ZBTB20,ZBTB20
SEMA5A,SEMA5A
KIFC1,KIFC1
TRAV13-1,TRAV13-1
SCUBE3,SCUBE3
HNRNPLL,HNRNPLL
TUBA8,TUBA8
RSPH14,RSPH14
NNMT,NNMT
PHF20L1,PHF20L1
GCNT7,GCNT7
RABEP2,RABEP2
DEFB1,DEFB1
ZNF683,ZNF683
TKT,TKT
CYTH3,CYTH3
SLFN11,SLFN11
DDIT3,DDIT3
IDS,IDS
TRAV38-2DV8,TRAV38-2DV8
POLE,POLE
NCKAP1,NCKAP1
MSH3,MSH3
LINC02384,LINC02384
RIPK2,RIPK2
SMC1B,SMC1B
CYSTM1,CYSTM1
HLA-G,HLA-G
FNDC3B,FNDC3B
GDF7,GDF7
EVI5,EVI5
ULBP2,ULBP2
LINC00384,LINC00384
DAPK2,DAPK2
LINC02851,LINC02851
LINC00989,LINC00989
AEBP1,AEBP1
CNN1,CNN1
APOBEC3G,APOBEC3G
AK5,AK5
OXSM,OXSM
CD70,CD70
DAAM1,DAAM1
CORIN,CORIN
HMGA1,HMGA1
ABHD5,ABHD5
CRIP1,CRIP1
HOXA9,HOXA9
PRTN3,PRTN3
AXL,AXL
TOB2,TOB2
ACAD8,ACAD8
TMEM263,TMEM263
WNT10A,WNT10A
LINC02345,LINC02345
IGHV3-33,IGHV3-33
TRGC2,TRGC2
AEN,AEN
CSRP2,CSRP2
ACSL3,ACSL3
MYADM,MYADM
GOLGA8R,GOLGA8R
RNF145,RNF145
LINC01281,LINC01281
ST6GALNAC3,ST6GALNAC3
SPON2,SPON2
FCHO2,FCHO2
ARSD,ARSD
GPBP1L1,GPBP1L1
CYP51A1,CYP51A1
REXO2,REXO2
CD28,CD28
NLRC3,NLRC3
LTBP1,LTBP1
GATA1,GATA1
S1PR5,S1PR5
ILDR2,ILDR2
MT-ATP8,MT-ATP8
ADORA3,ADORA3
MORN3,MORN3
GNLY,GNLY
CLIC3,CLIC3
CAST,CAST
CD55,CD55
PADI2,PADI2
PHIP,PHIP
IL26,IL26
XRN2,XRN2
REPS2,REPS2
NAV2,NAV2
TMEM63C,TMEM63C
SBSPON,SBSPON
ZWINT,ZWINT
ZNF595,ZNF595
CYP2F1,CYP2F1
IL7R,IL7R
TRAV34,TRAV34
ASPRV1,ASPRV1
SHISA2,SHISA2
PRR5,PRR5
SELENOP,SELENOP
KEL,KEL
SPDYC,SPDYC
KLRG1,KLRG1
PPP3CB,PPP3CB
RAF1,RAF1
CDH20,CDH20
CLEC9A,CLEC9A
NME2,NME2
MOB3A,MOB3A
IGKV1D-13,IGKV1D-13
AUP1,AUP1
RAB37,RAB37
HOXA7,HOXA7
KLRK1,KLRK1
GRAMD4,GRAMD4
MEX3C,MEX3C
EHD3,EHD3
FRMD4A,FRMD4A
HRH1,HRH1
MAPK14,MAPK14
AQP3,AQP3
JAKMIP1,JAKMIP1
STRN3,STRN3
LZTS1,LZTS1
ADA,ADA
MED12,MED12
EBF4,EBF4
PENK,PENK
LAYN,LAYN
HBD,HBD
HEXB,HEXB
IL6ST,IL6ST
GSTO2,GSTO2
OTUD7A,OTUD7A
STX3,STX3
IGKV1-17,IGKV1-17
XAF1,XAF1
LGALSL,LGALSL
PDLIM3,PDLIM3
MME,MME
DACH1,DACH1
BMP3,BMP3
CACNA1A,CACNA1A
FBXL2,FBXL2
POMZP3,POMZP3
SHANK3,SHANK3
SDF2L1,SDF2L1
GLDN,GLDN
OR2B6,OR2B6
FPGS,FPGS
TTK,TTK
SLCO4C1,SLCO4C1
RASGRP1,RASGRP1
ZNF714,ZNF714
SMC4,SMC4
RNGTT,RNGTT
IGKC,IGKC
RUFY1,RUFY1
XCL2,XCL2
HLF,HLF
BAG3,BAG3
CCR4,CCR4
RANBP10,RANBP10
BARX2,BARX2
GNG11,GNG11
NSG1,NSG1
CTSS,CTSS
UBASH3A,UBASH3A
B3GNT7,B3GNT7
DPP4,DPP4
CXCR1,CXCR1
LINC01871,LINC01871
CAVIN2,CAVIN2
ZDHHC18,ZDHHC18
WNK3,WNK3
IL6R,IL6R
HMMR,HMMR
ST6GAL1,ST6GAL1
ANXA2R,ANXA2R
CHD7,CHD7
PTPRN2,PTPRN2
RSPH3,RSPH3
EGFL7,EGFL7
COLGALT1,COLGALT1
SMIM24,SMIM24
SLC4A1,SLC4A1
CILP,CILP
UPP1,UPP1
GDF11,GDF11
CEMIP,CEMIP
PCCB,PCCB
FAM13A,FAM13A
LINC00482,LINC00482
CDCA7L,CDCA7L
MRTFA,MRTFA
ZNF341,ZNF341
TNFRSF17,TNFRSF17
CLEC4G,CLEC4G
ICA1,ICA1
DZANK1,DZANK1
CAV1,CAV1
SPINK2,SPINK2
BEX3,BEX3
C2CD4A,C2CD4A
TAPT1,TAPT1
MET,MET
ARHGAP29,ARHGAP29
PBX4,PBX4
CAPG,CAPG
ITGA2,ITGA2
CMYA5,CMYA5
PDZK1,PDZK1
FFAR2,FFAR2
TUBA1A,TUBA1A
IGKV1D-8,IGKV1D-8
SLC43A3,SLC43A3
PRKCG,PRKCG
BMP2,BMP2
CCDC73,CCDC73
PHACTR2,PHACTR2
SLC38A7,SLC38A7
HBG1,HBG1
MKNK1,MKNK1
LINC02132,LINC02132
PLEKHB1,PLEKHB1
PDZD2,PDZD2
BASP1,BASP1
CYP46A1,CYP46A1
TYMS,TYMS
TIPARP,TIPARP
NCR1,NCR1
FSTL4,FSTL4
DAGLB,DAGLB
IFNL1,IFNL1
TNFAIP6,TNFAIP6
MYO3B,MYO3B
SLC22A1,SLC22A1
CXCR3,CXCR3
TGFB1I1,TGFB1I1
FCER1A,FCER1A
CXCL9,CXCL9
PMP22,PMP22
TRAV30,TRAV30
WNT11,WNT11
KIR3DX1,KIR3DX1
TCF7,TCF7
RNF31,RNF31
RYBP,RYBP
CPPED1,CPPED1
TNNI3,TNNI3
PRDX4,PRDX4
COL5A3,COL5A3
NADK,NADK
SLC37A3,SLC37A3
ABCC10,ABCC10
ECHDC3,ECHDC3
EGLN3,EGLN3
TOX,TOX
KIF27,KIF27
CTSD,CTSD
TRBV13,TRBV13
EXOC6,EXOC6
KIF15,KIF15
MGST2,MGST2
RIPOR2,RIPOR2
RPLP1,RPLP1
LARGE2,LARGE2
FHDC1,FHDC1
STK31,STK31
VTA1,VTA1
ZNF250,ZNF250
HTR7,HTR7
GBP2,GBP2
AKAP5,AKAP5
ABI3,ABI3
C2CD4D,C2CD4D
ERBB2,ERBB2
PDZK1IP1,PDZK1IP1
MAP3K7CL,MAP3K7CL
