Var1,Var2
s_0271,9.24
s_0272,9.24
s_0273,9.24
s_0274,65.39
s_0275,65.39
s_0279,-1571.48
s_0280,96.23
s_0281,30.23
s_0282,-188.77
s_0283,-188.77
s_0284,-188.77
s_0285,-72.94
s_0286,-44.04
s_0287,-44.04
s_0290,10000000
s_0291,-22.2
s_0292,-22.2
s_0293,10000000
s_0294,-32.72
s_0295,-325.03
s_0296,492.1
s_0297,401.39
s_0298,-260.26
s_0299,-344.7
s_0300,-172.89
s_0301,-291.62
s_0302,-237.6
s_0303,138.07
s_0304,91.76
s_0305,91.76
s_0306,109.61
s_0307,109.61
s_0308,39.54
s_0309,-1769.75
s_0310,10000000
s_0311,-211.52
s_0312,-455.74
s_0313,-256.84
s_0314,-33.78
s_0315,-29.67
s_0316,-29.67
s_0317,-29.67
s_0318,-1571.48
s_0319,75.25
s_0320,75.25
s_0321,75.25
s_0322,121.03
s_0323,21.07
s_0324,-343.05
s_0325,-255.15
s_0326,-825.32
s_0327,-253.8
s_0328,10000000
s_0329,10000000
s_0330,10000000
s_0331,10000000
s_0332,10000000
s_0333,-1571.48
s_0334,10000000
s_0335,-341.7
s_0337,10000000
s_0338,10000000
s_0339,10000000
s_0340,-385.57
s_0341,110.26
s_0342,110.26
s_0343,50.4
s_0344,50.4
s_0345,-172.96
s_0346,-591.65
s_0347,123.88
s_0348,123.88
s_0349,-373.47
s_0350,-373.47
s_0352,53.44
s_0354,53.44
s_0357,-1.51
s_0358,-1.51
s_0359,5.55
s_0360,5.55
s_0361,5.55
s_0362,-59.27
s_0363,-59.27
s_0364,-59.27
s_0365,-59.27
s_0366,-59.27
s_0367,-475.88
s_0370,-475.88
s_0372,10000000
s_0373,-468.58
s_0376,-468.58
s_0377,-468.58
s_0378,-468.58
s_0383,115.32
s_0384,115.32
s_0385,115.32
s_0386,71.97
s_0387,71.97
s_0389,-152.71
s_0390,-376.4
s_0391,-376.4
s_0392,-376.4
s_0393,-285.92
s_0394,-356.59
s_0395,-356.59
s_0397,-356.59
s_0398,-356.59
s_0399,-356.59
s_0402,-394.82
s_0403,-217.27
s_0404,10000000
s_0405,-98.98
s_0406,-98.98
s_0407,-57.75
s_0408,-57.75
s_0409,-385.59
s_0410,-324.47
s_0411,-272.01
s_0412,-270.97
s_0413,-270.97
s_0414,-190.39
s_0415,-307.29
s_0416,-307.29
s_0417,13.62
s_0418,41.02
s_0419,19.78
s_0420,19.78
s_0421,19.78
s_0423,-152.06
s_0424,-152.06
s_0425,-152.06
s_0426,-152.06
s_0427,9.24
s_0428,10000000
s_0429,10000000
s_0430,10000000
s_0431,10000000
s_0432,10000000
s_0433,10000000
s_0434,-564.41
s_0435,-564.41
s_0437,-564.41
s_0438,-564.41
s_0439,-564.41
s_0441,-22.32
s_0442,-549.91
s_0443,-32.88
s_0444,-32.88
s_0445,-130.72
s_0446,-130.72
s_0447,-130.72
s_0448,-130.72
s_0450,10000000
s_0451,36.84
s_0452,36.84
s_0453,-59.24
s_0454,-170.31
s_0455,-291.58
s_0456,-92.26
s_0457,-92.26
s_0458,-92.26
s_0460,-92.26
s_0461,-92.26
s_0462,-92.26
s_0465,10000000
s_0467,-428.35
s_0468,-428.35
s_0469,-242.43
s_0474,-357.55
s_0475,781.96
s_0476,781.96
s_0477,781.96
s_0478,824.47
s_0479,824.47
s_0480,824.47
s_0481,743.92
s_0482,743.92
s_0483,743.92
s_0484,786.43
s_0485,786.43
s_0486,786.43
s_0487,743.92
s_0488,743.92
s_0489,743.92
s_0490,786.43
s_0491,786.43
s_0492,786.43
s_0493,705.88
s_0494,705.88
s_0495,705.88
s_0496,748.39
s_0497,748.39
s_0498,748.39
s_0499,667.84
s_0500,667.84
s_0501,667.84
s_0502,710.35
s_0503,710.35
s_0504,710.35
s_0507,452.74
s_0509,10000000
s_0510,-66.84
s_0511,145.8
s_0512,145.8
s_0513,145.8
s_0514,-75.84
s_0515,-92.37
s_0516,-194.81
s_0517,-194.81
s_0522,-233.5
s_0523,-233.5
s_0524,-233.5
s_0525,-233.5
s_0526,-229.34
s_0528,-229.34
s_0529,-454.22
s_0530,-454.22
s_0531,-454.22
s_0532,-454.22
s_0533,-454.22
s_0534,-454.22
s_0538,10000000
s_0539,-637.62
s_0541,-637.62
s_0542,10000000
s_0543,-6.3
s_0544,-6.3
s_0545,40
s_0546,40
s_0547,-101.47
s_0548,-82.69
s_0549,-82.69
s_0550,-201.4
s_0551,-288.29
s_0552,-288.29
s_0553,-102.33
s_0554,-102.33
s_0555,-549.91
s_0556,-325.36
s_0557,-325.37
s_0558,-101.44
s_0559,-101.44
s_0560,-200.16
s_0561,-89.12
s_0562,-89.12
s_0563,-101.44
s_0565,-101.44
s_0566,-101.44
s_0567,-324.47
s_0568,-324.48
s_0570,-48.28
s_0571,-101.44
s_0572,-101.44
s_0573,-324.47
s_0574,-324.48
s_0575,-84.25
s_0576,-84.25
s_0577,-306.69
s_0578,-82.69
s_0579,-82.69
s_0580,-83.58
s_0581,-306.69
s_0582,-316.75
s_0583,-316.75
s_0584,-112.21
s_0585,-112.21
s_0586,-524.57
s_0587,-388.51
s_0588,-388.51
s_0589,-189.5
s_0590,-597.78
s_0591,-361.56
s_0593,-361.56
s_0595,111.01
s_0597,111.01
s_0600,111.01
s_0605,-224.61
s_0606,610.5
s_0607,-110
s_0608,247.78
s_0609,247.78
s_0610,33.54
s_0611,33.54
s_0612,50.02
s_0613,-351.43
s_0614,-351.43
s_0615,-152.42
s_0616,-152.42
s_0617,-560.7
s_0618,-369.81
s_0620,10000000
s_0625,74.53
s_0626,74.53
s_0627,149.77
s_0628,10000000
s_0629,-272.78
s_0631,-272.78
s_0632,-272.78
s_0633,-473.36
s_0635,-473.36
s_0636,-473.36
s_0637,-473.36
s_0638,-473.36
s_0639,-593.58
s_0640,1882.32
s_0641,822.47
s_0642,500.3
s_0644,232.67
s_0645,277.19
s_0646,277.19
s_0647,-431.57
s_0649,-232.56
s_0650,-640.85
s_0651,-640.85
s_0652,-450.64
s_0653,-450.64
s_0654,-251.63
s_0655,-251.63
s_0656,-659.91
s_0657,484.42
s_0659,484.42
s_0662,477.57
s_0663,477.57
s_0664,479.5
s_0665,472.21
s_0666,472.21
s_0667,472.21
s_0668,472.21
s_0669,472.21
s_0670,419.61
s_0672,10000000
s_0677,-129.86
s_0678,-129.86
s_0679,-129.86
s_0680,14.98
s_0681,14.98
s_0682,14.98
s_0683,33.19
s_0684,33.19
s_0685,-3.09
s_0686,-3.09
s_0687,10000000
s_0688,10000000
s_0689,-233.44
s_0690,-233.44
s_0692,-131.39
s_0694,10000000
s_0699,484.33
s_0700,484.33
s_0702,484.33
s_0703,484.33
s_0709,10000000
s_0710,10000000
s_0712,10000000
s_0713,10000000
s_0714,10000000
s_0715,10000000
s_0716,10000000
s_0717,-142.78
s_0719,69.78
s_0720,69.78
s_0721,-11.73
s_0722,-74.36
s_0723,-74.36
s_0724,-74.36
s_0725,-125
s_0726,-125
s_0727,-125
s_0734,-0.61
s_0736,-0.61
s_0738,-0.61
s_0739,-391.27
s_0740,-391.27
s_0741,-391.27
s_0742,-391.27
s_0743,-453.27
s_0744,-453.27
s_0745,-237.38
s_0746,-25.41
s_0747,10000000
s_0748,10000000
s_0749,10000000
s_0750,-70.58
s_0751,-70.58
s_0752,-70.58
s_0753,-70.58
s_0754,-155.26
s_0755,-155.26
s_0756,-155.26
s_0757,10000000
s_0764,-271.33
s_0765,-38.29
s_0766,-38.29
s_0767,-261.35
s_0769,-261.35
s_0770,-261.35
s_0771,-49.74
s_0773,-284.77
s_0774,-284.77
s_0775,-31.33
s_0776,-31.33
s_0777,-31.33
s_0779,-101.5
s_0780,-101.5
s_0781,-101.5
s_0782,-192.26
s_0783,-192.26
s_0785,-600.54
s_0786,-600.54
s_0787,64.47
s_0788,64.47
s_0789,64.47
s_0790,30.78
s_0791,30.78
s_0792,30.78
s_0793,9.54
s_0794,9.54
s_0795,9.54
s_0796,9.54
s_0797,9.54
s_0798,9.54
s_0799,9.54
s_0800,9.54
s_0801,9.54
s_0802,9.54
s_0803,-37.21
s_0804,-37.21
s_0805,-37.21
s_0806,-37.21
s_0807,-37.21
s_0808,-37.21
s_0809,-37.21
s_0810,-37.21
s_0811,10000000
s_0812,10000000
s_0813,1776.34
s_0814,1352.4
s_0815,292.55
s_0816,37.67
s_0817,37.67
s_0819,37.67
s_0823,-82.28
s_0825,302.74
s_0826,302.74
s_0829,1246.41
s_0830,186.56
s_0831,186.56
s_0832,10000000
s_0833,10000000
s_0834,-207.63
s_0835,-207.63
s_0836,-206.21
s_0837,-12.58
s_0838,-12.58
s_0839,-12.58
s_0840,-12.58
s_0841,10000000
s_0843,62.03
s_0844,62.03
s_0845,1670.35
s_0846,-424.2
s_0847,10000000
s_0848,10000000
s_0849,-221.02
s_0850,126.21
s_0851,126.21
s_0852,126.21
s_0853,63.58
s_0854,63.58
s_0855,37.64
s_0856,17.39
s_0857,17.39
s_0859,10000000
s_0861,176.04
s_0862,176.04
s_0863,176.04
s_0864,218.55
s_0865,218.55
s_0866,218.55
s_0867,138
s_0868,138
s_0869,138
s_0870,180.51
s_0871,180.51
s_0872,180.51
s_0873,138
s_0874,138
s_0875,138
s_0876,180.51
s_0877,180.51
s_0878,180.51
s_0879,99.96
s_0880,99.96
s_0881,99.96
s_0882,142.47
s_0883,142.47
s_0884,142.47
s_0885,61.92
s_0886,61.92
s_0887,61.92
s_0888,104.43
s_0889,104.43
s_0890,104.43
s_0892,10000000
s_0894,509.16
s_0895,509.16
s_0896,509.16
s_0897,551.67
s_0898,551.67
s_0899,551.67
s_0900,471.12
s_0901,471.12
s_0902,471.12
s_0903,513.63
s_0904,513.63
s_0905,513.63
s_0906,471.12
s_0907,471.12
s_0908,471.12
s_0909,513.63
s_0910,513.63
s_0911,513.63
s_0912,433.08
s_0913,433.08
s_0914,433.08
s_0915,475.59
s_0916,475.59
s_0917,475.59
s_0918,395.04
s_0919,395.04
s_0920,395.04
s_0921,437.55
s_0922,437.55
s_0923,437.55
s_0924,-48.55
s_0925,-48.55
s_0926,-48.55
s_0927,58.39
s_0928,58.39
s_0929,76.36
s_0930,76.36
s_0931,76.36
s_0932,55.27
s_0933,55.27
s_0934,55.27
s_0935,37.29
s_0936,37.29
s_0937,45.27
s_0938,45.27
s_0939,45.27
s_0940,-232.08
s_0941,-232.08
s_0942,-232.08
s_0943,-344.02
s_0944,-344.02
s_0945,-344.02
s_0946,-102.66
s_0949,-493.53
s_0950,-633.42
s_0951,-7.86
s_0952,-48.16
s_0953,-69.63
s_0954,-55.7
s_0955,-19.76
s_0956,-19.76
s_0957,-19.76
s_0958,-36.71
s_0959,-2.7
s_0960,-65.99
s_0961,-72.18
s_0962,-72.18
s_0963,-82.69
s_0964,-82.69
s_0965,72.09
s_0966,72.09
s_0967,72.09
s_0968,72.09
s_0969,-45.42
s_0970,-45.42
s_0971,-45.42
s_0972,-45.42
s_0973,-110.88
s_0974,-110.88
s_0975,-110.88
s_0976,-110.88
s_0977,-110.88
s_0978,-44.89
s_0979,2.71
s_0980,-18.59
s_0981,-15.24
s_0982,-15.24
s_0983,-21.63
s_0984,-42.77
s_0985,-42.77
s_0986,-303.94
s_0987,-73.81
s_0988,-69.15
s_0989,-89.12
s_0990,-89.12
s_0991,-90.92
s_0992,-90.92
s_0993,-90.92
s_0994,-90.92
s_0995,-90.92
s_0996,-90.92
s_0997,-23.8
s_0999,-24.32
s_1000,-24.32
s_1001,-24.32
s_1002,-24.32
s_1003,-39.05
s_1004,-39.05
s_1005,-39.05
s_1006,42
s_1007,42
s_1008,42
s_1009,42
s_1010,123.6
s_1011,-109.22
s_1012,5.86
s_1014,-34.9
s_1015,-34.9
s_1016,41.71
s_1017,41.71
s_1018,41.71
s_1019,41.71
s_1020,39.9
s_1021,36.44
s_1022,36.44
s_1023,36.44
s_1024,36.44
s_1025,61.82
s_1026,61.82
s_1027,61.82
s_1028,61.82
s_1029,31.2
s_1030,31.2
s_1031,31.2
s_1032,56.06
s_1033,56.06
s_1034,56.06
s_1035,10000000
s_1036,10000000
s_1037,10000000
s_1038,-56.6
s_1039,-55.99
s_1040,-55.99
s_1041,-55.99
s_1042,-55.99
s_1043,-100.77
s_1044,-100.77
s_1045,-36.71
s_1046,-36.71
s_1047,-36.71
s_1048,101.55
s_1049,101.55
s_1050,101.55
s_1051,16.58
s_1052,16.58
s_1053,16.58
s_1054,16.58
s_1055,16.58
s_1056,20.62
s_1057,20.62
s_1058,20.62
s_1059,519.58
s_1061,519.58
s_1065,153.2
s_1067,153.2
s_1070,153.2
s_1073,-257.64
s_1076,-257.64
s_1077,10000000
s_1078,10000000
s_1079,288.62
s_1080,288.62
s_1081,247.78
s_1082,247.78
s_1085,410.24
s_1096,10000000
s_1097,134.74
s_1098,10000000
s_1099,10000000
s_1100,10000000
s_1101,-557.88
s_1104,-557.88
s_1105,-162.55
s_1106,-162.55
s_1107,10000000
s_1108,10000000
s_1109,-657.63
s_1110,-657.63
s_1111,-384.83
s_1112,-384.83
s_1114,10000000
s_1116,448.84
s_1117,448.84
s_1118,448.84
s_1119,491.35
s_1120,491.35
s_1121,491.35
s_1122,410.8
s_1123,410.8
s_1124,410.8
s_1125,453.31
s_1126,453.31
s_1127,453.31
s_1128,410.8
s_1129,410.8
s_1130,410.8
s_1131,453.31
s_1132,453.31
s_1133,453.31
s_1134,372.76
s_1135,372.76
s_1136,372.76
s_1137,415.27
s_1138,415.27
s_1139,415.27
s_1140,334.72
s_1141,334.72
s_1142,334.72
s_1143,377.23
s_1144,377.23
s_1145,377.23
s_1148,10000000
s_1149,10000000
s_1150,34.55
s_1151,-21.04
s_1153,-103.12
s_1154,-103.12
s_1156,-1170.46
s_1157,-1170.46
s_1158,-1373.22
s_1159,-1373.22
s_1161,195.39
s_1163,195.39
s_1166,195.39
s_1176,-215.45
s_1179,-215.45
s_1180,198.36
s_1181,286.1
s_1182,25.2
s_1183,69.78
s_1184,28.23
s_1185,-58.51
s_1186,-58.51
s_1187,-268.33
s_1188,-234.34
s_1189,-289.62
s_1190,-289.62
s_1191,-316.61
s_1192,-100.74
s_1193,10000000
s_1194,-146.32
s_1195,3.66
s_1196,-21.3
s_1198,-285.49
s_1199,-285.49
s_1200,-285.49
s_1201,-285.49
s_1202,-285.49
s_1203,-270.68
s_1204,-270.68
s_1205,-270.68
s_1206,-270.68
s_1207,-517.98
s_1208,-517.98
s_1210,-517.98
s_1211,-517.98
s_1212,-497.68
s_1213,-497.68
s_1214,-497.68
s_1215,-497.68
s_1216,63.97
s_1217,63.97
s_1218,14.55
s_1219,1.86
s_1220,1.86
s_1221,1.86
s_1222,-266.32
s_1223,-266.32
s_1224,-203.45
s_1225,-203.45
s_1227,-203.45
s_1228,-203.45
s_1229,1564.37
s_1230,906.57
s_1231,504.52
s_1232,504.52
s_1233,-52.87
s_1234,-73.97
s_1235,57.89
s_1236,57.89
s_1237,57.89
s_1238,-259.28
s_1239,-190.46
s_1240,-190.46
s_1241,-124.26
s_1246,1458.38
s_1248,68.82
s_1250,68.82
s_1253,68.82
s_1254,10000000
s_1258,-272.56
s_1259,398.53
s_1260,282.65
s_1262,-128.19
s_1265,-128.19
s_1266,40.73
s_1267,40.73
s_1268,40.73
s_1269,-113.46
s_1270,-383.57
s_1271,-171.82
s_1272,-171.82
s_1273,-171.82
s_1274,-171.82
s_1275,3.92
s_1276,3.92
s_1277,3.92
s_1278,3.92
s_1279,3.92
s_1282,-664.33
s_1283,-753.61
s_1284,-699.75
s_1286,237.58
s_1288,237.58
s_1291,237.58
s_1293,240.46
s_1295,240.46
s_1298,240.46
s_1302,10000000
s_1303,10000000
s_1305,10000000
s_1307,-144.04
s_1308,-144.04
s_1309,10000000
s_1310,1140.43
s_1311,80.58
s_1312,80.58
s_1313,80.58
s_1314,10000000
s_1315,10000000
s_1316,72.73
s_1317,72.73
s_1318,80.71
s_1319,80.71
s_1320,80.71
s_1321,18.08
s_1322,-253.14
s_1323,-253.14
s_1324,-253.14
s_1325,-253.14
s_1326,-253.14
s_1329,-253.14
s_1337,10000000
s_1346,10000000
s_1351,10000000
s_1352,10000000
s_1360,-298.36
s_1361,-298.36
s_1364,-265.06
s_1365,-253.53
s_1366,296.16
s_1367,72.83
s_1368,-473.5
s_1371,12.81
s_1372,-2.99
s_1373,10000000
s_1374,10000000
s_1375,10000000
s_1376,-343.36
s_1377,-109.05
s_1378,-112.81
s_1379,10000000
s_1382,-422.94
s_1383,10000000
s_1384,10000000
s_1385,10000000
s_1386,-731.47
s_1387,-731.47
s_1388,-304.15
s_1389,129.52
s_1390,129.52
s_1391,129.52
s_1392,28.02
s_1393,-195.24
s_1394,84.51
s_1395,-129.45
s_1396,39.68
s_1397,39.68
s_1398,-183.43
s_1399,-83.67
s_1400,-83.67
s_1401,-83.67
s_1403,-91.33
s_1404,-91.33
s_1405,10000000
s_1406,10000000
s_1407,10000000
s_1408,-307.29
s_1409,196.13
s_1410,10000000
s_1411,70.78
s_1412,84.34
s_1413,109.37
s_1415,109.37
s_1416,147.48
s_1418,147.48
s_1419,147.48
s_1420,235.89
s_1421,-103.1
s_1422,-241.19
s_1423,-240.57
s_1424,69.69
s_1425,69.69
s_1426,-565.12
s_1427,-340.59
s_1428,10000000
s_1429,-83.85
s_1430,10000000
s_1431,10000000
s_1432,-64.12
s_1433,-64.12
s_1435,-64.12
s_1437,10000000
s_1438,10000000
s_1439,217.26
s_1440,217.26
s_1441,217.26
s_1442,304.61
s_1443,304.61
s_1444,304.61
s_1445,334.2
s_1446,109.91
s_1447,648.52
s_1448,648.52
s_1449,279.76
s_1450,279.76
s_1451,279.76
s_1454,-131.08
s_1457,-131.08
s_1458,-124.79
s_1459,-124.79
s_1460,-124.79
s_1461,-61.77
s_1464,-512.93
s_1466,-227.68
s_1467,-178.74
s_1468,-178.74
s_1469,-117.23
s_1470,-117.23
s_1471,-58.6
s_1472,-58.6
s_1473,160.38
s_1474,160.38
s_1475,10000000
s_1476,10000000
s_1477,10000000
s_1479,10000000
s_1480,10000000
s_1482,10000000
s_1483,1034.44
s_1486,-10.66
s_1487,89.3
s_1488,89.3
s_1489,10000000
s_1490,10000000
s_1491,10000000
s_1492,10000000
s_1493,-9.52
s_1494,-9.52
s_1497,10000000
s_1498,10000000
s_1503,-194.81
s_1504,-194.81
s_1507,-226.16
s_1510,-178.2
s_1513,157.5
s_1516,-34.33
s_1519,-130.24
s_1520,-162.55
s_1521,-162.55
s_1522,-162.55
s_1523,928.46
s_1524,10000000
s_1526,108.43
s_1527,10000000
s_1528,10000000
s_1529,136.21
s_1530,136.21
s_1531,136.21
s_1532,10000000
s_1533,10000000
s_1534,10000000
s_1535,243.98
s_1537,690.6
s_1538,-490.48
s_1539,-490.48
s_1540,-490.48
s_1541,-549.11
s_1542,-549.11
s_1543,-549.11
s_1544,10000000
s_1545,-291.47
s_1546,-291.47
s_1547,-291.47
s_1548,-291.47
s_1549,716.49
s_1550,-22.12
s_1551,-22.12
s_1552,-9.75
s_1553,-9.75
s_1554,-98.54
s_1555,-115.49
s_1556,-68.43
s_1557,-68.43
s_1558,10000000
s_1559,-699.75
s_1560,-699.75
s_1561,10000000
s_1562,10000000
s_1563,-47.76
s_1564,-47.76
s_1565,-271.83
s_1566,-72.18
s_1567,-72.18
s_1568,466.1
s_1569,466.1
s_1571,466.1
s_1572,466.1
s_1576,455.87
s_1577,445.87
s_1578,463.7
s_1579,461.7
s_1582,10000000
s_1583,10000000
s_1584,10000000
s_1585,10000000
s_1586,10000000
s_1587,10000000
s_1588,10000000
s_1589,10000000
s_1590,10000000
s_1591,10000000
s_1592,10000000
s_1593,10000000
s_1594,10000000
s_1595,10000000
s_1596,10000000
s_1597,10000000
s_1598,10000000
s_1599,10000000
s_1600,10000000
s_1601,10000000
s_1602,10000000
s_1603,10000000
s_1604,10000000
s_1605,10000000
s_1606,10000000
s_1607,10000000
s_1608,10000000
s_1609,10000000
s_1610,10000000
s_1611,10000000
s_1612,10000000
s_1613,10000000
s_1614,10000000
s_1615,10000000
s_1616,10000000
s_1617,10000000
s_1618,10000000
s_1619,10000000
s_1620,10000000
s_1621,10000000
s_1622,10000000
s_1623,10000000
s_1845,10000000
s_2763,-2.05
s_2764,37.68
s_2766,510.25
s_2768,477.57
s_2770,10000000
s_2771,10000000
s_2772,10000000
s_2773,10000000
s_2774,10000000
s_2775,10000000
s_2776,10000000
s_2777,10000000
s_2778,10000000
s_2779,10000000
s_2780,10000000
s_2781,-257.64
s_2782,-557.88
s_2783,9.54
s_2784,-92.26
s_2785,-454.22
s_2786,-181.07
s_2787,-215.45
s_2788,-133.11
s_2789,10000000
s_2790,-85.16
s_2791,-131.08
s_2792,10000000
s_2793,-80.28
s_2794,-87.43
s_2795,-37.78
s_2796,-44.93
s_2797,10000000
s_2798,106.67
s_2799,-497.68
s_2800,-517.98
s_2801,-166.73
s_2802,-118.77
s_2803,-70.82
s_2804,10000000
s_2805,-75.82
s_2806,-33.31
s_2807,121.01
s_2808,-37.21
s_2809,-130.24
s_2810,-164.11
s_2811,-34.33
s_2812,-68.4
s_2813,-25.9
s_2814,5.9
s_2815,157.5
s_2816,37.67
s_2817,3.92
s_2818,-270.68
s_2819,-162.56
s_2820,-285.49
s_2821,-128.19
s_2822,-36.15
s_2824,-5.76
s_2826,282.65
s_2828,-36.15
s_2829,-5.76
s_2831,-564.41
s_2832,153.2
s_2833,-152.06
s_2834,-473.36
s_2835,195.39
s_2836,237.58
s_2837,240.46
s_2838,279.76
s_2839,282.65
s_2840,-564.41
s_2841,153.2
s_2842,-152.06
s_2843,-257.64
s_2844,195.39
s_2845,-215.45
s_2846,237.58
s_2847,10000000
s_2848,240.46
s_2849,-162.56
s_2850,279.76
s_2851,-131.08
s_2852,282.65
s_2853,-128.19
s_2854,-162.56
s_2855,282.65
s_2856,-564.41
s_2857,-454.22
s_2858,314.6
s_2859,-152.06
s_2860,-473.36
s_2861,-80.28
s_2862,356.01
s_2863,-37.78
s_2864,410.24
s_2865,10000000
s_2866,452.74
s_2867,37.67
s_2868,356.01
s_2869,410.24
s_2870,452.74
s_2871,356.01
s_2872,-37.78
s_2873,410.24
s_2874,10000000
s_2875,452.74
s_2876,37.67
s_2877,-162.56
s_2878,-80.28
s_2879,-80.28
s_2880,-37.78
s_2881,-37.78
s_2882,-36.15
s_2883,-5.76
s_2884,-368.48
s_2885,-320.52
s_2886,-370.03
s_2887,-322.07
s_2888,-274.11
s_2889,-68.4
s_2890,-25.9
s_2891,5.9
s_2892,-80.73
s_2893,-117.99
s_2894,-130.24
s_2895,-165.95
s_2896,-167.5
s_2897,10000000
s_2898,-80.73
s_2899,-82.28
s_2900,-128.69
s_2901,-119.54
s_2902,-406.52
s_2903,-358.56
s_2904,-310.6
s_2905,10000000
s_2906,25.1
s_2907,73.05
s_2908,-108.07
s_2909,-156.03
s_2910,-203.99
s_2911,-70.82
s_2912,-118.77
s_2913,-166.73
s_2914,-475.88
s_2915,-372.9
s_2916,-324.94
s_2917,10000000
s_2918,-87.43
s_2919,-44.93
s_2920,-80.73
s_2921,-170.37
s_2922,-218.33
s_2923,-32.78
s_2924,-122.41
s_2925,-170.37
s_2926,-213.9
s_2927,-176.65
s_2928,-181.47
s_2929,-165.95
s_2930,-133.51
s_2931,-128.69
s_2932,-176.65
s_2933,-135.06
s_2934,-261.35
s_2935,19.63
s_2936,22.36
s_2937,62.13
s_2938,64.86
s_2939,-272.78
s_2940,8.07
s_2941,22.36
s_2942,50.58
s_2943,53.3
s_2944,19.63
s_2945,22.36
s_2946,62.13
s_2947,64.86
s_2948,8.07
s_2949,22.36
s_2950,50.58
s_2951,53.3
s_2952,-497.68
s_2953,-517.98
s_2954,302.1
s_2955,344.61
s_2956,304.83
s_2957,347.34
s_2958,344.61
s_2959,387.11
s_2960,347.34
s_2961,389.84
s_2962,344.61
s_2963,347.34
s_2964,387.11
s_2965,389.84
s_2966,-253.14
s_2967,524.5
s_2968,567
s_2969,527.23
s_2970,569.73
s_2971,567
s_2972,609.51
s_2973,569.73
s_2974,612.23
s_2975,302.1
s_2976,-37.21
s_2977,-253.14
s_2978,524.5
s_2979,344.61
s_2980,567
s_2981,304.83
