"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
1035,1669140579,"DistalPhalanxOutlineCorrect","specific","specific",0,1,"U","RF",72.8260869565,0,1367061,1463.281,1368524.281,95333,29809,"False",100,"U-specific-RF","DistalPhalanxOutlineCorrect-specific-0"
1036,1669148415,"DistalPhalanxTW","specific","specific",0,1,"HL","NN",63.30935359,0.6254544854,362330,23011.861,385341.861,186000,11408,"False",98.5611498356,"HL-specific-NN","DistalPhalanxTW-specific-0"
1037,1669148415,"DistalPhalanxTW","specific","specific",0,1,"HL","RF",64.7482014388,0,362330,1173.844,363503.844,186000,11408,"False",100,"HL-specific-RF","DistalPhalanxTW-specific-0"
1042,1669148576,"DistalPhalanxTW","specific","specific",0,1,"HpL","NN",62.5899255276,0.6304347515,120450,16217.683,136667.683,44762,7444,"False",100,"HpL-specific-NN","DistalPhalanxTW-specific-0"
1043,1669148576,"DistalPhalanxTW","specific","specific",0,1,"HpL","RF",64.7482014388,0,120450,1016.309,121466.309,44762,7444,"False",100,"HpL-specific-RF","DistalPhalanxTW-specific-0"
1044,1669149410,"DistalPhalanxTW","specific","specific",0,1,"HpTR50L","NN",64.7482037544,0.6474819779,194881,16510.602,211391.602,64162,7505,"False",100,"HpTR50L-specific-NN","DistalPhalanxTW-specific-0"
1045,1669149410,"DistalPhalanxTW","specific","specific",0,1,"HpTR50L","RF",66.1870503597,0,194881,1009.551,195890.551,64162,7505,"False",100,"HpTR50L-specific-RF","DistalPhalanxTW-specific-0"
1046,1669150259,"DistalPhalanxTW","specific","specific",0,1,"HpTR75L","NN",65.4676258564,0.654676199,186833,16549.948,203382.948,62574,7503,"False",99.280577898,"HpTR75L-specific-NN","DistalPhalanxTW-specific-0"
1047,1669150259,"DistalPhalanxTW","specific","specific",0,1,"HpTR75L","RF",66.9064748201,0,186833,1009.228,187842.228,62574,7503,"False",100,"HpTR75L-specific-RF","DistalPhalanxTW-specific-0"
1038,1669149181,"DistalPhalanxTW","specific","specific",0,1,"HTR50L","NN",65.4676258564,0.6521738768,577313,19667.476,596980.476,186000,9196,"False",100,"HTR50L-specific-NN","DistalPhalanxTW-specific-0"
1039,1669149181,"DistalPhalanxTW","specific","specific",0,1,"HTR50L","RF",65.4676258993,0,577313,1029.763,578342.763,186000,9196,"False",100,"HTR50L-specific-RF","DistalPhalanxTW-specific-0"
1040,1669150038,"DistalPhalanxTW","specific","specific",0,1,"HTR75L","NN",64.7482037544,0.6498194337,600094,19943.24,620037.24,186000,9289,"False",98.5611498356,"HTR75L-specific-NN","DistalPhalanxTW-specific-0"
1041,1669150038,"DistalPhalanxTW","specific","specific",0,1,"HTR75L","RF",65.4676258993,0,600094,1133.476,601227.476,186000,9289,"False",100,"HTR75L-specific-RF","DistalPhalanxTW-specific-0"
1048,-1,"DistalPhalanxTW","specific","dim0_1",0,1,"NPOI_1","-",30.2158273381,0.0773480663,203974.919,28990.492,232965.411,0,0,"False",86.3309352518,"NPOI_1-dim0_1--","DistalPhalanxTW-specific-0"
1049,-1,"DistalPhalanxTW","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",30.9352517986,0.0926520421,203974.919,140970.102,344945.021,0,0,"False",89.928057554,"NPOI_1_2_3-dim0_1_2_3--","DistalPhalanxTW-specific-0"
1050,-1,"DistalPhalanxTW","specific","dim0_2",0,1,"NPOI_2","-",30.2158273381,0.0773480663,203974.919,28102.927,232077.846,0,0,"False",86.3309352518,"NPOI_2-dim0_2--","DistalPhalanxTW-specific-0"
1051,-1,"DistalPhalanxTW","specific","dim0_3",0,1,"NPOI_3","-",30.2158273381,0.0773480663,203974.919,29050.351,233025.27,0,0,"False",90.6474820144,"NPOI_3-dim0_3--","DistalPhalanxTW-specific-0"
1052,1669148031,"DistalPhalanxTW","specific","specific",0,1,"RL","NN",64.7482037544,0.6569342017,128570,13427.375,141997.375,18800,4679,"False",98.5611498356,"RL-specific-NN","DistalPhalanxTW-specific-0"
1053,1669148031,"DistalPhalanxTW","specific","specific",0,1,"RL","RF",67.6258992806,0,128570,998.328,129568.328,18800,4679,"False",100,"RL-specific-RF","DistalPhalanxTW-specific-0"
1054,1669147857,"DistalPhalanxTW","specific","specific",0,1,"U","NN",58.2733809948,0.5848374963,203599,24889.317,228488.317,59149,13873,"False",96.4028775692,"U-specific-NN","DistalPhalanxTW-specific-0"
1055,1669147857,"DistalPhalanxTW","specific","specific",0,1,"U","RF",62.5899280576,0,203599,1151.525,204750.525,59149,13873,"False",100,"U-specific-RF","DistalPhalanxTW-specific-0"
1056,1669150505,"DodgerLoopDay","specific","specific",0,1,"HL","NN",28.749999404,0.1616161466,5587,8997.001,14584.001,13965,1371,"False",88.7499988079,"HL-specific-NN","DodgerLoopDay-specific-0"
1057,1669150505,"DodgerLoopDay","specific","specific",0,1,"HL","RF",20,0,5587,882.526,6469.526,13965,1371,"False",90,"HL-specific-RF","DodgerLoopDay-specific-0"
1062,1669150521,"DodgerLoopDay","specific","specific",0,1,"HpL","NN",18.75,0.1935483515,2829,7702.011,10531.011,703,153,"False",87.5,"HpL-specific-NN","DodgerLoopDay-specific-0"
1063,1669150521,"DodgerLoopDay","specific","specific",0,1,"HpL","RF",27.5,0,2829,883.566,3712.566,703,153,"False",86.25,"HpL-specific-RF","DodgerLoopDay-specific-0"
1064,1669150554,"DodgerLoopDay","specific","specific",0,1,"HpTR50L","NN",20.000000298,0.1832060665,3067,7874.668,10941.668,809,148,"False",85.0000023842,"HpTR50L-specific-NN","DodgerLoopDay-specific-0"
1065,1669150554,"DodgerLoopDay","specific","specific",0,1,"HpTR50L","RF",22.5,0,3067,884.508,3951.508,809,148,"False",87.5,"HpTR50L-specific-RF","DodgerLoopDay-specific-0"
1066,1669150586,"DodgerLoopDay","specific","specific",0,1,"HpTR75L","NN",18.75,0.1679388881,2921,7852.057,10773.057,782,149,"False",83.7499976158,"HpTR75L-specific-NN","DodgerLoopDay-specific-0"
1067,1669150586,"DodgerLoopDay","specific","specific",0,1,"HpTR75L","RF",25,0,2921,913.597,3834.597,782,149,"False",83.75,"HpTR75L-specific-RF","DodgerLoopDay-specific-0"
1058,1669150538,"DodgerLoopDay","specific","specific",0,1,"HTR50L","NN",23.749999702,0.1399999708,5470,8944.91,14414.91,13965,1371,"False",88.7499988079,"HTR50L-specific-NN","DodgerLoopDay-specific-0"
1059,1669150538,"DodgerLoopDay","specific","specific",0,1,"HTR50L","RF",20,0,5470,887.116,6357.116,13965,1371,"False",90,"HTR50L-specific-RF","DodgerLoopDay-specific-0"
1060,1669150571,"DodgerLoopDay","specific","specific",0,1,"HTR75L","NN",22.499999404,0.1399999708,5647,8258.383,13905.383,13965,1371,"False",89.9999976158,"HTR75L-specific-NN","DodgerLoopDay-specific-0"
1061,1669150571,"DodgerLoopDay","specific","specific",0,1,"HTR75L","RF",20,0,5647,885.859,6532.859,13965,1371,"False",90,"HTR75L-specific-RF","DodgerLoopDay-specific-0"
1068,1669150485,"DodgerLoopDay","specific","specific",0,1,"RL","NN",37.5,0.3741006553,44850,9315.837,54165.837,15600,4093,"False",93.75,"RL-specific-NN","DodgerLoopDay-specific-0"
1069,1669150485,"DodgerLoopDay","specific","specific",0,1,"RL","RF",33.75,0,44850,889.364,45739.364,15600,4093,"False",88.75,"RL-specific-RF","DodgerLoopDay-specific-0"
1070,1669150404,"DodgerLoopDay","specific","specific",0,1,"U","NN",33.750000596,0.3378377855,105950,20278.744,126228.744,55172,22187,"False",96.2499976158,"U-specific-NN","DodgerLoopDay-specific-0"
1071,1669150404,"DodgerLoopDay","specific","specific",0,1,"U","RF",25,0,105950,964.197,106914.197,55172,22187,"False",88.75,"U-specific-RF","DodgerLoopDay-specific-0"
1072,1669150685,"DodgerLoopGame","specific","specific",0,1,"HL","NN",50,0.4999999404,2740,8357.598,11097.598,3990,402,"False",100,"HL-specific-NN","DodgerLoopGame-specific-0"
1073,1669150685,"DodgerLoopGame","specific","specific",0,1,"HL","RF",55.7971014493,0,2740,879.874,3619.874,3990,402,"False",100,"HL-specific-RF","DodgerLoopGame-specific-0"
1078,1669150697,"DodgerLoopGame","specific","specific",0,1,"HpL","NN",55.0724625587,0.550724566,937,7709.459,8646.459,132,36,"False",100,"HpL-specific-NN","DodgerLoopGame-specific-0"
1079,1669150697,"DodgerLoopGame","specific","specific",0,1,"HpL","RF",52.8985507246,0,937,878.855,1815.855,132,36,"False",100,"HpL-specific-RF","DodgerLoopGame-specific-0"
1080,1669150724,"DodgerLoopGame","specific","specific",0,1,"HpTR50L","NN",50,0.4999999404,995,7716.409,8711.409,154,36,"False",100,"HpTR50L-specific-NN","DodgerLoopGame-specific-0"
1081,1669150724,"DodgerLoopGame","specific","specific",0,1,"HpTR50L","RF",48.5507246377,0,995,884.679,1879.679,154,36,"False",100,"HpTR50L-specific-RF","DodgerLoopGame-specific-0"
1082,1669150751,"DodgerLoopGame","specific","specific",0,1,"HpTR75L","NN",49.2753624916,0.4927535653,1038,7750.383,8788.383,153,36,"False",100,"HpTR75L-specific-NN","DodgerLoopGame-specific-0"
1083,1669150751,"DodgerLoopGame","specific","specific",0,1,"HpTR75L","RF",48.5507246377,0,1038,918.49,1956.49,153,36,"False",100,"HpTR75L-specific-RF","DodgerLoopGame-specific-0"
1074,1669150711,"DodgerLoopGame","specific","specific",0,1,"HTR50L","NN",49.2753624916,0.4927535653,2777,8300.59,11077.59,3990,402,"False",100,"HTR50L-specific-NN","DodgerLoopGame-specific-0"
1075,1669150711,"DodgerLoopGame","specific","specific",0,1,"HTR50L","RF",55.7971014493,0,2777,881.834,3658.834,3990,402,"False",100,"HTR50L-specific-RF","DodgerLoopGame-specific-0"
1076,1669150738,"DodgerLoopGame","specific","specific",0,1,"HTR75L","NN",48.5507249832,0.4855071902,2797,8314.199,11111.199,3990,402,"False",100,"HTR75L-specific-NN","DodgerLoopGame-specific-0"
1077,1669150738,"DodgerLoopGame","specific","specific",0,1,"HTR75L","RF",55.7971014493,0,2797,882.417,3679.417,3990,402,"False",100,"HTR75L-specific-RF","DodgerLoopGame-specific-0"
1084,1669150669,"DodgerLoopGame","specific","specific",0,1,"RL","NN",60.8695626259,0.6086955667,11488,8894.697,20382.697,4000,1215,"False",100,"RL-specific-NN","DodgerLoopGame-specific-0"
1085,1669150669,"DodgerLoopGame","specific","specific",0,1,"RL","RF",50.7246376812,0,11488,879.7,12367.7,4000,1215,"False",100,"RL-specific-RF","DodgerLoopGame-specific-0"
1086,1669150640,"DodgerLoopGame","specific","specific",0,1,"U","NN",59.4202876091,0.5942028165,32122,11570.626,43692.626,11715,5690,"False",100,"U-specific-NN","DodgerLoopGame-specific-0"
1087,1669150640,"DodgerLoopGame","specific","specific",0,1,"U","RF",57.2463768116,0,32122,891.63,33013.63,11715,5690,"False",100,"U-specific-RF","DodgerLoopGame-specific-0"
1088,1669150850,"DodgerLoopWeekend","specific","specific",0,1,"HL","NN",84.0579688549,0.8405796289,2792,8331.52,11123.52,3990,402,"False",100,"HL-specific-NN","DodgerLoopWeekend-specific-0"
1089,1669150850,"DodgerLoopWeekend","specific","specific",0,1,"HL","RF",84.7826086957,0,2792,880.052,3672.052,3990,402,"False",100,"HL-specific-RF","DodgerLoopWeekend-specific-0"
1094,1669150863,"DodgerLoopWeekend","specific","specific",0,1,"HpL","NN",76.811593771,0.7681159377,907,7733.355,8640.355,138,28,"False",100,"HpL-specific-NN","DodgerLoopWeekend-specific-0"
1095,1669150863,"DodgerLoopWeekend","specific","specific",0,1,"HpL","RF",68.8405797101,0,907,871.694,1778.694,138,28,"False",100,"HpL-specific-RF","DodgerLoopWeekend-specific-0"
1096,1669150890,"DodgerLoopWeekend","specific","specific",0,1,"HpTR50L","NN",76.811593771,0.7681159377,996,7797.069,8793.069,143,28,"False",100,"HpTR50L-specific-NN","DodgerLoopWeekend-specific-0"
1097,1669150890,"DodgerLoopWeekend","specific","specific",0,1,"HpTR50L","RF",68.8405797101,0,996,879.932,1875.932,143,28,"False",100,"HpTR50L-specific-RF","DodgerLoopWeekend-specific-0"
1098,1669150916,"DodgerLoopWeekend","specific","specific",0,1,"HpTR75L","NN",77.5362312794,0.7753621936,932,7767.336,8699.336,143,28,"False",100,"HpTR75L-specific-NN","DodgerLoopWeekend-specific-0"
1099,1669150916,"DodgerLoopWeekend","specific","specific",0,1,"HpTR75L","RF",68.8405797101,0,932,881.689,1813.689,143,28,"False",100,"HpTR75L-specific-RF","DodgerLoopWeekend-specific-0"
1090,1669150877,"DodgerLoopWeekend","specific","specific",0,1,"HTR50L","NN",84.0579688549,0.8405796289,2747,8298.233,11045.233,3990,402,"False",100,"HTR50L-specific-NN","DodgerLoopWeekend-specific-0"
1091,1669150877,"DodgerLoopWeekend","specific","specific",0,1,"HTR50L","RF",84.7826086957,0,2747,880.258,3627.258,3990,402,"False",100,"HTR50L-specific-RF","DodgerLoopWeekend-specific-0"
1092,1669150904,"DodgerLoopWeekend","specific","specific",0,1,"HTR75L","NN",84.0579688549,0.8405796289,2759,8258.201,11017.201,3990,402,"False",100,"HTR75L-specific-NN","DodgerLoopWeekend-specific-0"
1093,1669150904,"DodgerLoopWeekend","specific","specific",0,1,"HTR75L","RF",84.7826086957,0,2759,880.793,3639.793,3990,402,"False",100,"HTR75L-specific-RF","DodgerLoopWeekend-specific-0"
1100,1669150835,"DodgerLoopWeekend","specific","specific",0,1,"RL","NN",95.6521749496,0.9565216899,11554,8875.67,20429.67,4000,1149,"False",100,"RL-specific-NN","DodgerLoopWeekend-specific-0"
1101,1669150835,"DodgerLoopWeekend","specific","specific",0,1,"RL","RF",91.3043478261,0,11554,915.935,12469.935,4000,1149,"False",100,"RL-specific-RF","DodgerLoopWeekend-specific-0"
1102,1669150806,"DodgerLoopWeekend","specific","specific",0,1,"U","NN",94.2028999329,0.9420289397,33178,11516.308,44694.308,12415,5714,"False",100,"U-specific-NN","DodgerLoopWeekend-specific-0"
1103,1669150806,"DodgerLoopWeekend","specific","specific",0,1,"U","RF",87.6811594203,0,33178,909.605,34087.605,12415,5714,"False",100,"U-specific-RF","DodgerLoopWeekend-specific-0"
1104,1669151144,"ECG200","specific","specific",0,1,"HL","NN",68.9999997616,0.689999938,61079,11009.726,72088.726,56100,4620,"False",100,"HL-specific-NN","ECG200-specific-0"
1105,1669151144,"ECG200","specific","specific",0,1,"HL","RF",71,0,61079,886.989,61965.989,56100,4620,"False",100,"HL-specific-RF","ECG200-specific-0"
1110,1669151198,"ECG200","specific","specific",0,1,"HpL","NN",69.9999988079,0.6999999285,37474,10597.253,48071.253,17029,4357,"False",100,"HpL-specific-NN","ECG200-specific-0"
1111,1669151198,"ECG200","specific","specific",0,1,"HpL","RF",73,0,37474,890.068,38364.068,17029,4357,"False",100,"HpL-specific-RF","ECG200-specific-0"
1112,1669151346,"ECG200","specific","specific",0,1,"HpTR50L","NN",68.9999997616,0.689999938,39216,10600.777,49816.777,18163,4334,"False",100,"HpTR50L-specific-NN","ECG200-specific-0"
1113,1669151346,"ECG200","specific","specific",0,1,"HpTR50L","RF",72,0,39216,887.084,40103.084,18163,4334,"False",100,"HpTR50L-specific-RF","ECG200-specific-0"
1114,1669151494,"ECG200","specific","specific",0,1,"HpTR75L","NN",69.9999988079,0.6999999285,39035,10584.818,49619.818,17838,4348,"False",100,"HpTR75L-specific-NN","ECG200-specific-0"
1115,1669151494,"ECG200","specific","specific",0,1,"HpTR75L","RF",73,0,39035,890.074,39925.074,17838,4348,"False",100,"HpTR75L-specific-RF","ECG200-specific-0"
1106,1669151291,"ECG200","specific","specific",0,1,"HTR50L","NN",69.9999988079,0.6999999285,77600,10621.296,88221.296,56100,4278,"False",100,"HTR50L-specific-NN","ECG200-specific-0"
1107,1669151291,"ECG200","specific","specific",0,1,"HTR50L","RF",75,0,77600,887.468,78487.468,56100,4278,"False",100,"HTR50L-specific-RF","ECG200-specific-0"
1108,1669151439,"ECG200","specific","specific",0,1,"HTR75L","NN",68.9999997616,0.689999938,76687,10658.173,87345.173,56100,4317,"False",100,"HTR75L-specific-NN","ECG200-specific-0"
1109,1669151439,"ECG200","specific","specific",0,1,"HTR75L","RF",75,0,76687,889.323,77576.323,56100,4317,"False",100,"HTR75L-specific-RF","ECG200-specific-0"
1116,-1,"ECG200","specific","dim0_1",0,1,"NPOI_1","-",64,0.3902439024,25626.934,10949.534,36576.468,0,0,"False",100,"NPOI_1-dim0_1--","ECG200-specific-0"
1117,-1,"ECG200","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",64,0.3902439024,25626.934,18782.854,44409.788,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","ECG200-specific-0"
1118,-1,"ECG200","specific","dim0_2",0,1,"NPOI_2","-",64,0.3902439024,25626.934,7161.243,32788.177,0,0,"False",100,"NPOI_2-dim0_2--","ECG200-specific-0"
1119,-1,"ECG200","specific","dim0_3",0,1,"NPOI_3","-",64,0.3902439024,25626.934,7488.428,33115.362,0,0,"False",100,"NPOI_3-dim0_3--","ECG200-specific-0"
1120,1669151070,"ECG200","specific","specific",0,1,"RL","NN",72.000002861,0.7199999094,16517,8871.968,25388.968,5700,1692,"False",100,"RL-specific-NN","ECG200-specific-0"
1121,1669151070,"ECG200","specific","specific",0,1,"RL","RF",79,0,16517,877.74,17394.74,5700,1692,"False",100,"RL-specific-RF","ECG200-specific-0"
1122,1669151036,"ECG200","specific","specific",0,1,"U","NN",67.0000016689,0.6699999571,26985,11622.508,38607.508,18492,6207,"False",100,"U-specific-NN","ECG200-specific-0"
1123,1669151036,"ECG200","specific","specific",0,1,"U","RF",72,0,26985,924.865,27909.865,18492,6207,"False",100,"U-specific-RF","ECG200-specific-0"
1144,1654911923,"Epilepsy","specific","specific",0,1,"HL","NN",93.4782624245,0.9347825646,255473,12438.026,267911.026,218834,2500,"False",100,"HL-specific-NN","Epilepsy-specific-0"
1145,1654911923,"Epilepsy","specific","specific",0,1,"HL","RF",94.9275362319,0,255473,1161.047,256634.047,218834,2500,"False",100,"HL-specific-RF","Epilepsy-specific-0"
1150,1654912479,"Epilepsy","specific","specific",0,1,"HpL","NN",94.2028999329,0.9420289397,535387,12144.615,547531.615,34886,4654,"False",100,"HpL-specific-NN","Epilepsy-specific-0"
1151,1654912479,"Epilepsy","specific","specific",0,1,"HpL","RF",95.652173913,0,535387,1086.026,536473.026,34886,4654,"False",100,"HpL-specific-RF","Epilepsy-specific-0"
1152,1664404718,"Epilepsy","specific","specific",0,1,"HpTR50L","NN",94.2028999329,0.9420289397,460605,7791.689,468396.689,30496,3312,"False",100,"HpTR50L-specific-NN","Epilepsy-specific-0"
1153,1664404718,"Epilepsy","specific","specific",0,1,"HpTR50L","RF",94.2028985507,0,460605,972.517,461577.517,30496,3312,"False",100,"HpTR50L-specific-RF","Epilepsy-specific-0"
1154,1664405288,"Epilepsy","specific","specific",0,1,"HpTR75L","NN",94.2028999329,0.9420289397,434421,7605.259,442026.259,30488,3312,"False",100,"HpTR75L-specific-NN","Epilepsy-specific-0"
1155,1664405288,"Epilepsy","specific","specific",0,1,"HpTR75L","RF",94.2028985507,0,434421,953.518,435374.518,30488,3312,"False",100,"HpTR75L-specific-RF","Epilepsy-specific-0"
1146,1664404232,"Epilepsy","specific","specific",0,1,"HTR50L","NN",93.4782624245,0.9347825646,97891,8093.026,105984.026,119364,1442,"False",100,"HTR50L-specific-NN","Epilepsy-specific-0"
1147,1664404232,"Epilepsy","specific","specific",0,1,"HTR50L","RF",94.9275362319,0,97891,1092.316,98983.316,119364,1442,"False",100,"HTR50L-specific-RF","Epilepsy-specific-0"
1148,1664404837,"Epilepsy","specific","specific",0,1,"HTR75L","NN",94.9275374413,0.9527271986,100267,7372.172,107639.172,109417,1293,"False",100,"HTR75L-specific-NN","Epilepsy-specific-0"
1149,1664404837,"Epilepsy","specific","specific",0,1,"HTR75L","RF",93.4782608696,0,100267,830.174,101097.174,109417,1293,"False",100,"HTR75L-specific-RF","Epilepsy-specific-0"
1156,-1,"Epilepsy","specific","dim1_1",0,1,"NPOI_1","-",81.1594202899,0.8030315116,86924.911,6212.706,93137.617,0,0,"False",100,"NPOI_1-dim1_1--","Epilepsy-specific-0"
1157,-1,"Epilepsy","specific","dim1_1_2_3",0,1,"NPOI_1_2_3","-",78.9855072464,0.7779816453,86924.911,36617.637,123542.548,0,0,"False",100,"NPOI_1_2_3-dim1_1_2_3--","Epilepsy-specific-0"
1158,-1,"Epilepsy","specific","dim1_2",0,1,"NPOI_2","-",76.0869565217,0.7451354134,86924.911,16593.282,103518.193,0,0,"False",100,"NPOI_2-dim1_2--","Epilepsy-specific-0"
1159,-1,"Epilepsy","specific","dim1_3",0,1,"NPOI_3","-",56.5217391304,0.5219606421,86924.911,17065.287,103990.198,0,0,"False",100,"NPOI_3-dim1_3--","Epilepsy-specific-0"
1160,1654911206,"Epilepsy","specific","specific",0,1,"RL","NN",97.1014499664,0.9710144401,649568,12675.353,662243.353,136315,8682,"False",100,"RL-specific-NN","Epilepsy-specific-0"
1161,1654911206,"Epilepsy","specific","specific",0,1,"RL","RF",96.3768115942,0,649568,1415.79,650983.79,136315,8682,"False",100,"RL-specific-RF","Epilepsy-specific-0"
1162,1660855496,"Epilepsy","specific","specific",0,1,"U","NN",94.9275374413,0.9492753148,372574,10560.016,383134.016,139626,28222,"False",100,"U-specific-NN","Epilepsy-specific-0"
1163,1660855496,"Epilepsy","specific","specific",0,1,"U","RF",90.5797101449,0,372574,1033.435,373607.435,139626,28222,"False",100,"U-specific-RF","Epilepsy-specific-0"
1124,1654913334,"ERing","specific","specific",0,1,"HL","NN",66.2962973118,0.6252051592,11187,12371.649,23558.649,168750,924,"False",100,"HL-specific-NN","ERing-specific-0"
1125,1654913334,"ERing","specific","specific",0,1,"HL","RF",60,0,11187,859.245,12046.245,168750,924,"False",99.6296296296,"HL-specific-RF","ERing-specific-0"
1130,1654913357,"ERing","specific","specific",0,1,"HpL","NN",67.0370399952,0.6364412308,5079,11774.307,16853.307,9463,792,"False",99.6296286583,"HpL-specific-NN","ERing-specific-0"
1131,1654913357,"ERing","specific","specific",0,1,"HpL","RF",50,0,5079,822.81,5901.81,9463,792,"False",98.5185185185,"HpL-specific-RF","ERing-specific-0"
1132,1664405345,"ERing","specific","specific",0,1,"HpTR50L","NN",67.7777767181,0.649102211,5355,7404.299,12759.299,10059,813,"False",99.6296286583,"HpTR50L-specific-NN","ERing-specific-0"
1133,1664405345,"ERing","specific","specific",0,1,"HpTR50L","RF",53.3333333333,0,5355,816.643,6171.643,10059,813,"False",99.2592592593,"HpTR50L-specific-RF","ERing-specific-0"
1134,1664405392,"ERing","specific","specific",0,1,"HpTR75L","NN",63.7037038803,0.6201553345,5197,7314.071,12511.071,10059,813,"False",99.6296286583,"HpTR75L-specific-NN","ERing-specific-0"
1135,1664405392,"ERing","specific","specific",0,1,"HpTR75L","RF",53.3333333333,0,5197,834.045,6031.045,10059,813,"False",99.2592592593,"HpTR75L-specific-RF","ERing-specific-0"
1126,1664405326,"ERing","specific","specific",0,1,"HTR50L","NN",69.259262085,0.6578011513,18838,7547.619,26385.619,168750,949,"False",100,"HTR50L-specific-NN","ERing-specific-0"
1127,1664405326,"ERing","specific","specific",0,1,"HTR50L","RF",63.7037037037,0,18838,804.368,19642.368,168750,949,"False",100,"HTR50L-specific-RF","ERing-specific-0"
1128,1664405373,"ERing","specific","specific",0,1,"HTR75L","NN",71.111112833,0.6880114079,16255,7444.913,23699.913,168750,949,"False",100,"HTR75L-specific-NN","ERing-specific-0"
1129,1664405373,"ERing","specific","specific",0,1,"HTR75L","RF",60.7407407407,0,16255,834.837,17089.837,168750,949,"False",100,"HTR75L-specific-RF","ERing-specific-0"
1136,-1,"ERing","specific","dim0_1",0,1,"NPOI_1","-",16.6666666667,0.0476190476,3565.769,4510.437,8076.206,0,0,"False",83.3333333333,"NPOI_1-dim0_1--","ERing-specific-0"
1137,-1,"ERing","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",16.6666666667,0.0476190476,3565.769,4949.186,8514.955,0,0,"False",83.3333333333,"NPOI_1_2_3-dim0_1_2_3--","ERing-specific-0"
1138,-1,"ERing","specific","dim0_2",0,1,"NPOI_2","-",16.6666666667,0.0476190476,3565.769,4553.805,8119.574,0,0,"False",83.3333333333,"NPOI_2-dim0_2--","ERing-specific-0"
1139,-1,"ERing","specific","dim0_3",0,1,"NPOI_3","-",16.6666666667,0.0476190476,3565.769,4860.586,8426.355,0,0,"False",83.3333333333,"NPOI_3-dim0_3--","ERing-specific-0"
1140,1654913281,"ERing","specific","specific",0,1,"RL","NN",78.148150444,0.7602010369,9665,11574.043,21239.043,16890,683,"False",100,"RL-specific-NN","ERing-specific-0"
1141,1654913281,"ERing","specific","specific",0,1,"RL","RF",63.3333333333,0,9665,885.593,10550.593,16890,683,"False",99.6296296296,"RL-specific-RF","ERing-specific-0"
1142,1660856294,"ERing","specific","specific",0,1,"U","NN",51.4814794064,0.506690681,7823,7516.306,15339.306,12008,1272,"False",98.8888859749,"U-specific-NN","ERing-specific-0"
1143,1660856294,"ERing","specific","specific",0,1,"U","RF",47.7777777778,0,7823,1105.547,8928.547,12008,1272,"False",98.5185185185,"U-specific-RF","ERing-specific-0"
1164,1655889502,"EthanolConcentration","specific","specific",0,1,"HL","NN",39.1634970903,0.3373022676,534866678,28786.35,534895464.35,9465246,61954,"False",100,"HL-specific-NN","EthanolConcentration-specific-0"
1165,1655889502,"EthanolConcentration","specific","specific",0,1,"HL","RF",40.3041825095,0,534866678,1274.76,534867952.76,9465246,61954,"False",100,"HL-specific-RF","EthanolConcentration-specific-0"
1170,1655969199,"EthanolConcentration","specific","specific",0,1,"HpL","NN",33.4600746632,0.2991996706,79411039,31331.344,79442370.344,614998,82562,"False",100,"HpL-specific-NN","EthanolConcentration-specific-0"
1171,1655969199,"EthanolConcentration","specific","specific",0,1,"HpL","RF",39.1634980989,0,79411039,1303.44,79412342.44,614998,82562,"False",100,"HpL-specific-RF","EthanolConcentration-specific-0"
1172,1665104701,"EthanolConcentration","specific","specific",0,1,"HpTR50L","NN",33.8403046131,0.322314024,94345876,29542.98,94375418.98,706457,90431,"False",100,"HpTR50L-specific-NN","EthanolConcentration-specific-0"
1173,1665104701,"EthanolConcentration","specific","specific",0,1,"HpTR50L","RF",41.825095057,0,94345876,1478.297,94347354.297,706457,90431,"False",100,"HpTR50L-specific-RF","EthanolConcentration-specific-0"
1174,1665797327,"EthanolConcentration","specific","specific",0,1,"HpTR75L","NN",36.5019023418,0.3755757213,87288854,30104.527,87318958.527,700718,89959,"False",100,"HpTR75L-specific-NN","EthanolConcentration-specific-0"
1175,1665797327,"EthanolConcentration","specific","specific",0,1,"HpTR75L","RF",41.825095057,0,87288854,1512.006,87290366.006,700718,89959,"False",100,"HpTR75L-specific-RF","EthanolConcentration-specific-0"
1166,-1,"EthanolConcentration","specific","specific",0,1,"HTR50L","NN",39.92395401,0.3767347038,604800010,16351.138,604816361.138,9135063,62788,"True",100,"HTR50L-specific-NN","EthanolConcentration-specific-0"
1167,-1,"EthanolConcentration","specific","specific",0,1,"HTR50L","RF",39.1634980989,0,604800010,1289.466,604801299.466,9135063,62788,"True",100,"HTR50L-specific-RF","EthanolConcentration-specific-0"
1168,-1,"EthanolConcentration","specific","specific",0,1,"HTR75L","NN",38.4030431509,0.3795190454,604800009,16099.286,604816108.286,9135063,62282,"True",100,"HTR75L-specific-NN","EthanolConcentration-specific-0"
1169,-1,"EthanolConcentration","specific","specific",0,1,"HTR75L","RF",39.9239543726,0,604800009,1286.005,604801295.005,9135063,62282,"True",100,"HTR75L-specific-RF","EthanolConcentration-specific-0"
