ID,SMILES,standardized_smiles
Suspect599,FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
Suspect6,COC(=O)CCCCCCCC(=O)O,COC(=O)CCCCCCCC(=O)O
Suspect60,CC(=CCCC(C)(C=C)OC(=O)N(C)C)C,C=CC(C)(CCC=C(C)C)OC(=O)N(C)C
Suspect606,O=C1CC2C3=CC(OC)=C(OC)C=C3CCN2CC1CC,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1=O
Suspect61,CCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCC(=O)OCC(O)CO
Suspect611,CC12CCC3C(CCC45OC4c4c(CC35C)cno4)C1CCC2O,CC12CCC3C(CCC45OC4c4oncc4CC35C)C1CCC2O
Suspect612,CC/C=C/Br,CC/C=C/Br
Suspect614,O(CC1OC1)CC(COCC2OC2)(COCC3OC3)COCC4OC4,C(OCC(COCC1CO1)(COCC1CO1)COCC1CO1)C1CO1
Suspect62,CC[NH+](CCO)CCO,CC[NH+](CCO)CCO
Suspect622,CC(C)NC1=NC(=NC(=N1)SC)NC(C)C,CSc1nc(NC(C)C)nc(NC(C)C)n1
Suspect623,CC(=O)c1ccc(cc1)N1C(=O)C=CC1=O,CC(=O)c1ccc(N2C(=O)C=CC2=O)cc1
Suspect624,CS(=O)CCC(C(=O)O)N,C[S+]([O-])CCC(N)C(=O)O
Suspect625,CCOc1ccc2cc[nH]c2c1,CCOc1ccc2cc[nH]c2c1
Suspect626,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Cc1cc(N=Nc2ccccc2C)ccc1N
Suspect628,OCCOCCOCCCl,OCCOCCOCCCl
Suspect629,CCC(=O)N(C1CCN(CC1)CC(C2=CC=CC=C2)O)C3=CC=CC=C3,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1
Suspect63,CCCCCC(N)=O,CCCCCC(N)=O
Suspect633,CC(C)=CCOC(=O)c1ccccc1,CC(C)=CCOC(=O)c1ccccc1
Suspect634,CCCCCCCCCCN1CCOCC1,CCCCCCCCCCN1CCOCC1
Suspect635,CCCCCCCCC=C/CCCCCCCCO,CCCCCCCCC=CCCCCCCCCO
Suspect636,O=C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Suspect637,CC(CC1CCCC1=O)C2CCC(=CC2)C,CC1=CCC(C(C)CC2CCCC2=O)CC1
Suspect64,Cl.NC(=N)NCCCC(=O)N,N=C(N)NCCCC(N)=O
Suspect641,Cc1nn(c(N)c1)c1ccc(C)cc1,Cc1ccc(-n2nc(C)cc2N)cc1
Suspect642,CCOC1=CC(=C(C=C1)C(=O)N)SCC(=O)O,CCOc1ccc(C(N)=O)c(SCC(=O)O)c1
Suspect644,Oc1c(C=O)cc2CCCN3CCCc1c23,O=Cc1cc2c3c(c1O)CCCN3CCC2
Suspect645,CCCCOCCOC=C,C=COCCOCCCC
Suspect65,CCCCCC(=O)CC(=O)OC,CCCCCC(=O)CC(=O)OC
Suspect650,COc1ccc2nc([nH]c2c1)S(=O)(=O)Cc1ncc(C)c(OC)c1C,COc1ccc2nc(S(=O)(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
Suspect654,OC1=CC=C(C=C1O)CC2=NC=CC=3C=C(O)C(O)=CC32,Oc1ccc(Cc2nccc3cc(O)c(O)cc23)cc1O
Suspect655,CC1=C(C(=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)OC)CO)OC,COc1ccc2nc([S+]([O-])Cc3ncc(CO)c(OC)c3C)[nH]c2c1
Suspect66,C1=CC=CC(=C1[S](N)(=O)=O)C,Cc1ccccc1S(N)(=O)=O
Suspect660,O(C3OC(C)CC(C3O)NC)C1C(CC(C)C(C(C)C(C(C(CC)OC(C(C)C(C1C)OC2OC(C)C(C(C2)(C)OC)O)=O)(C)O)=O)=O)(C)OC,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OC)CC(C)C(=O)C(C)C(=O)C1(C)O
Suspect663,CC1=CC(=O)OC2=CC(N)=CC=C12,Cc1cc(=O)oc2cc(N)ccc12
Suspect667,CCO/C=C/1N=C(OC1=O)c1ccccc1,CCO/C=C1\N=C(c2ccccc2)OC1=O
Suspect668,CCC(C#N)(C(=O)OC)c1ccccc1,CCC(C#N)(C(=O)OC)c1ccccc1
Suspect67,OC(=O)CCCCCCCCCc1ccccc1,O=C(O)CCCCCCCCCc1ccccc1
Suspect671,O=C1NC(=O)c2cccc3cccc1c23,O=C1NC(=O)c2cccc3cccc1c23
Suspect674,COc1cc2c(Cl)c3ccc(Cl)cc3nc2cc1,COc1ccc2nc3cc(Cl)ccc3c(Cl)c2c1
Suspect676,OC(=O)CCCCCCCCCCOc1ccccc1,O=C(O)CCCCCCCCCCOc1ccccc1
Suspect68,Cc1cc(O)c(C)cc1C1(C)CCCCC1,Cc1cc(C2(C)CCCCC2)c(C)cc1O
Suspect682,CP(=O)(C)CCl,CP(C)(=O)CCl
Suspect688,COC(=O)c1c(F)cccc1,COC(=O)c1ccccc1F
Suspect69,c1(c(ccc(c1)NC([C@@](CS(c1ccc(F)cc1)(=O)=O)(C)O)=O)C#N)C(F)(F)F,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
Suspect690,N#CCCNCc1cccnc1,N#CCCNCc1cccnc1
Suspect691,S(=O)(c1c(N)cc(O)c(C(O)=O)c1)(CC)=O,CCS(=O)(=O)c1cc(C(=O)O)c(O)cc1N
Suspect7,CCCCCCCC(=O)C(=O)N,CCCCCCCC(=O)C(N)=O
Suspect70,NCCc1c(O)cccc1,NCCc1ccccc1O
Suspect703,CC1=C(SC=C1)CNC(=O)CCC(=O)O,Cc1ccsc1CNC(=O)CCC(=O)O
Suspect704,CCOC(=O)CCN1CCCCCC1,CCOC(=O)CCN1CCCCCC1
Suspect705,N#CC(c1ccccc1)c1ccccc1,N#CC(c1ccccc1)c1ccccc1
Suspect706,CC12CCC(=O)C=C1C(CC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O,CC12CCC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
Suspect708,Oc1ccc(F)cc1,Oc1ccc(F)cc1
Suspect71,CCCCCCCCCCCCCCOC(=O)CC,CCCCCCCCCCCCCCOC(=O)CC
Suspect72,CCOP(=O)(O)OCC,CCOP(=O)(O)OCC
Suspect723,CC(=O)N(CC(=O)O)c1ccccc1,CC(=O)N(CC(=O)O)c1ccccc1
Suspect725,Cc1ncc(CO)c2COC(C)(C)Oc12,Cc1ncc(CO)c2c1OC(C)(C)OC2
Suspect727,OCCS,OCCS
Suspect728,CC(=O)OC(C)(C#N)C#N,CC(=O)OC(C)(C#N)C#N
Suspect729,CCOP(=O)(CC(=O)OC)OCC,CCOP(=O)(CC(=O)OC)OCC
Suspect73,CC(C)C1(CCCCC1)C(=O)N(C)C,CC(C)C1(C(=O)N(C)C)CCCCC1
Suspect730,C1=COC(=C1)C(=O)NCC(=O)O,O=C(O)CNC(=O)c1ccco1
Suspect74,NCCNCCNCCNCCNCCNCCN,NCCNCCNCCNCCNCCNCCN
Suspect75,CCCCCCCCCCCCCCCCCC(=O)CC(=O)OC,CCCCCCCCCCCCCCCCCC(=O)CC(=O)OC
Suspect758,Oc1ccc(C(F)(F)F)cc1,Oc1ccc(C(F)(F)F)cc1
Suspect76,O(CN(c1nc(nc(n1)N(COC)COC)N(COC)COC)COC)C,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1
Suspect766,Cc1c(O)c(C(=O)O)c2ccccc2n1,Cc1nc2ccccc2c(C(=O)O)c1O
Suspect767,COC(CN1C(=O)c2c(cccc2)C1=O)OC,COC(CN1C(=O)c2ccccc2C1=O)OC
Suspect768,CCC1(C(=O)NC(=S)NC1=O)c1ccc(C)cc1,CCC1(c2ccc(C)cc2)C(=O)NC(=S)NC1=O
Suspect77,C1=CC=CC(=C1O[P](=O)(OC2=CC=CC=C2)OC3=CC=CC=C3)C(C)C,CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1
Suspect770,CC(C)OC(=O)n1c(=S)n(C(=O)OC(C)C)c2c1cccc2,CC(C)OC(=O)n1c(=S)n(C(=O)OC(C)C)c2ccccc21
Suspect772,Cc1ccc(C(O)=O)c(Oc2ccccc2CC(O)=O)c1C,Cc1ccc(C(=O)O)c(Oc2ccccc2CC(=O)O)c1C
Suspect773,CCC/C(=N/OCC)/C1C(=O)CC(CC1=O)C1CCCSC1,CCC/C(=N/OCC)C1C(=O)CC(C2CCCSC2)CC1=O
Suspect775,CC(C)CCCCCCCCCCCCCCC(=O)NCCCN(C)C,CC(C)CCCCCCCCCCCCCCC(=O)NCCCN(C)C
Suspect776,Cc1c(C#N)c(NCCCOCCOc2ccccc2)nc(NCCCOCCOc2ccccc2)c1N=Nc1ccc(cc1Cl)N=Nc1ccccc1,Cc1c(C#N)c(NCCCOCCOc2ccccc2)nc(NCCCOCCOc2ccccc2)c1N=Nc1ccc(N=Nc2ccccc2)cc1Cl
Suspect779,CN1CCN(CCN)CC1,CN1CCN(CCN)CC1
Suspect78,BrC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=CC=CC=C12)C1=CC=C(Br)C=C1,Brc1ccc(C2(c3ccc(Br)cc3)c3ccccc3-c3ccccc32)cc1
Suspect780,Cc1c2cnn(c(=O)c2c([nH]1)C)C,Cc1[nH]c(C)c2c(=O)n(C)ncc12
Suspect781,CCCCOC(=O)CCCCCCCCCCCCCCC(C)C,CCCCOC(=O)CCCCCCCCCCCCCCC(C)C
Suspect79,CC(C)CCCCCCCCCCCCCCCCCOC(=O)C(C)=C,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC(C)C
Suspect793,CC(=O)OCCc1cc(ccc1)[N+](=O)[O-],CC(=O)OCCc1cccc([N+](=O)[O-])c1
Suspect797,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
Suspect799,C1=CC=CC2=C1C(=CS2)C(=O)C,CC(=O)c1csc2ccccc12
Suspect8,CCCCCC[C@@H](O)CC=C/CCCCCCCC(O)=O,CCCCCC[C@@H](O)CC=CCCCCCCCC(=O)O
Suspect80,CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1
Suspect801,COc1c(CCCC(C)C)nccn1,COc1nccnc1CCCC(C)C
Suspect802,Nc1ccc(NN=C2C=CC(=O)C=C2)cc1,Nc1ccc(NN=C2C=CC(=O)C=C2)cc1
Suspect803,CC(C1CC1)C(=O)c1ccc(Cl)cc1,CC(C(=O)c1ccc(Cl)cc1)C1CC1
Suspect806,C(c1cc2n[nH]nc2cc1)c1cc2n[nH]nc2cc1,c1cc2n[nH]nc2cc1Cc1ccc2n[nH]nc2c1
Suspect807,CCOC(=O)c1c(C)onc1c1c(Cl)cccc1Cl,CCOC(=O)c1c(-c2c(Cl)cccc2Cl)noc1C
Suspect808,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1
Suspect809,OCCNc1nc(Nc2ccccc2)nc(NCCO)n1,OCCNc1nc(NCCO)nc(Nc2ccccc2)n1
Suspect810,Nc1ccc2C(=O)c3c(cccc3)C(=O)c2c1N,Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O
Suspect818,CC1=C(C(=NO1)C)C(=O)NC2=C(N=C(C=C2)N3CCOCC3)N4CCOCC4,Cc1noc(C)c1C(=O)Nc1ccc(N2CCOCC2)nc1N1CCOCC1
Suspect819,CCCCCCCCCCCCCCCCCCOC(=O)Cl,CCCCCCCCCCCCCCCCCCOC(=O)Cl
Suspect82,CCCCCCCCCCCCNc1ncnc2c1[nH]cn2,CCCCCCCCCCCCNc1ncnc2nc[nH]c12
Suspect820,COc1cc(C[C@@H](CO)[C@H](CO)Cc2cc(OC)c(O)cc2)ccc1O,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O
Suspect824,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
Suspect828,CCCCCCCCCCCCCCCCCC(=O)NCCNCCNCCNC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)NCCNCCNCCNC(=O)CCCCCCCCCCCCCCCCC
Suspect830,CCCCCCCCCCCCCCCCCCCCCCOC(=O)[C@H](O)[C@@H](O)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCOC(=O)[C@H](O)[C@@H](O)C(=O)OCCCCCCCCCCCCCCCCCCCCCC
Suspect832,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Suspect833,COCNC(=O)C(=C)C,C=C(C)C(=O)NCOC
Suspect834,CCSCCSP(=O)(OC)OC,CCSCCSP(=O)(OC)OC
Suspect835,Oc1ccccc1Cl,Oc1ccccc1Cl
Suspect837,CNCc1ccncc1,CNCc1ccncc1
Suspect839,Nc1ccc(C(O)=O)c(O)c1,Nc1ccc(C(=O)O)c(O)c1
Suspect84,CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O,CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O
Suspect841,CCOC=C(C#N)C(=O)OCC,CCOC=C(C#N)C(=O)OCC
Suspect842,CC/C=C/CCOC(=O)OC,CC/C=C/CCOC(=O)OC
Suspect845,ClCc1c(Cl)c(Cl)c(CCl)c(Cl)c1Cl,ClCc1c(Cl)c(Cl)c(CCl)c(Cl)c1Cl
Suspect846,O=Cc1cccc(c1)C#N,N#Cc1cccc(C=O)c1
Suspect85,[Cl-].CCOc1ccc(cc1)C(=O)OCCN(CC)CC.[H+],CCOc1ccc(C(=O)OCCN(CC)CC)cc1
Suspect851,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Br,Nc1cnn(-c2ccccc2)c(=O)c1Br
Suspect852,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)NC(CC1CCCCC1)C(O)=O,O=C(O)C(CC1CCCCC1)NC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Suspect86,COc1cc(CO)c(OC)cc1,COc1ccc(OC)c(CO)c1
Suspect87,CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,CCc1cccc(C)c1N(COC(C)C)C(=O)CCl
Suspect88,CCCCCCCCCCCCCCCCNC(=O)C=C,C=CC(=O)NCCCCCCCCCCCCCCCC
Suspect89,CCNc1nc(NC(C)(C)C)nc(n1)S(C)=O,CCNc1nc(NC(C)(C)C)nc([S+](C)[O-])n1
Suspect9,CCCCCCCCOC(=O)c1c(cccc1)C(=O)O,CCCCCCCCOC(=O)c1ccccc1C(=O)O
Suspect90,N(C)(CCCCCCCCCC)(C)=O,CCCCCCCCCC[N+](C)(C)[O-]
Suspect91,O=C2C(=C/C1(OC(=O)CC1)/C=C/2C(C)(C)C)C(C)(C)C,CC(C)(C)C1=CC2(C=C(C(C)(C)C)C1=O)CCC(=O)O2
Suspect93,CCCCN(CCO)CCO,CCCCN(CCO)CCO
Suspect96,CCCCCCCCCCCCCC(=O)NCCO,CCCCCCCCCCCCCC(=O)NCCO
Suspect97,CC(C)COP(=O)(OCC(C)C)OCC(C)C,CC(C)COP(=O)(OCC(C)C)OCC(C)C
Suspect98,C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N,Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O
Suspect99,OCCOCCOCCOCCOc1ccccc1,OCCOCCOCCOCCOc1ccccc1
Target1,c12c(n(c(=O)n(c1=O)C)C)ncn2C,Cn1c(=O)c2c(ncn2C)n(C)c1=O
Target10,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=CC=C)=C2C)C1(C)C,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
Target100,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
Target101,CC1CCc2cc(F)cc3c2n1cc(C(O)=O)c3=O,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
Target104,c1(NS(c2ccc(N)cc2)(=O)=O)cc(nc(n1)OC)OC,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
Target106,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
Target107,c1(S(Nc2nccs2)(=O)=O)ccc(N)cc1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
Target108,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=C(C(=O)[C@]3(C(=C2C(=O)C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O)O,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
Target11,OC(=O)c1ccccc1,O=C(O)c1ccccc1
Target110,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
Target112,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
Target113,CN(C)CCCN1c2ccccc2CCc2ccccc12,CN(C)CCCN1c2ccccc2CCc2ccccc21
Target114,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,CN(C)CC/C=C1\c2ccccc2COc2ccccc21
Target115,CN1CCN2C(C1)c1ccccc1Cc1cccnc21,CN1CCN2c3ncccc3Cc3ccccc3C2C1
Target116,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21
Target117,Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
Target118,c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
Target119,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
Target12,CCCC(CCC)C(=O)O,CCCC(CCC)C(=O)O
Target120,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
Target121,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1
Target122,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
Target123,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
Target124,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
Target125,CC1=C(C(=O)N2CCC[C@H](C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
Target126,CNCC(c1ccc(OC)cc1)C1(O)CCCCC1,CNCC(c1ccc(OC)cc1)C1(O)CCCCC1
Target127,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
Target129,CN1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
Target13,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
Target131,c1cccc(c1)C[C@H](C)NC,CN[C@@H](C)Cc1ccccc1
Target132,C/C=C/1C(CC(N1C)C)(C2=CC=CC=C2)C3=CC=CC=C3,C/C=C1/N(C)C(C)CC1(c1ccccc1)c1ccccc1
Target133,C[C@H](N)[C@H](O)c1ccccc1,C[C@H](N)[C@H](O)c1ccccc1
Target134,Cc1ccc(cc1)C(=O)C(C)NC,CNC(C)C(=O)c1ccc(C)cc1
Target136,CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3(C4=C(C2=C1)C=CC=C4NC3=O)O)C,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4c3C(O)(C[C@H]2N(C)C1)C(=O)N4
Target139,CNC(C)CC1=CC2=C(OCO2)C=C1,CNC(C)Cc1ccc2c(c1)OCO2
Target14,CN(C)C(=N)NC(N)=N,CN(C)C(=N)NC(=N)N
Target140,C[C@]([C@H]1C[C@@]23CCC1([C@H]4[C@@]25CCN[C@@H]3CC6=C5C(=C(C=C6)O)O4)OC)(C(C)(C)C)O,COC12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@H]2O5
Target141,CCC(=O)N(c1ccccc1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
Target142,CC(=O)Oc1ccc2c3c1O[C@@H]4[C@]35CCN([C@H](C2)[C@@H]5C=C[C@@H]4OC(=O)C)C,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
Target143,O=C4C5Oc1c2c(ccc1OC)CC3N(CCC25C3(O)CC4)C,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314
Target144,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
Target149,O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
Target150,CC(=O)NC1=CC=C(O)C=C1,CC(=O)Nc1ccc(O)cc1
Target151,COC1=CC=CC(=C1)[C@@]2(O)CCCC[C@@H]2CN(C)C,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
Target152,c1ccc(c(c1)C2(CCCCC2=O)N)Cl,NC1(c2ccccc2Cl)CCCCC1=O
Target153,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,CCN(CC)CC(=O)Nc1c(C)cccc1C
Target154,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
Target155,c1(ccccc1)C2(C(=O)NCNC2=O)CC,CCC1(c2ccccc2)C(=O)NCNC1=O
Target156,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,COCC(NC(C)=O)C(=O)NCc1ccccc1
Target157,CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
Target16,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CCC4=O)C)O,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)C(=O)CC[C@@H]12
Target160,CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NN=NN3)[C@@H](C(C)C)C(O)=O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
Target163,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
Target164,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
Target165,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
Target166,c1c(c(ccc1)Nc1c(cccc1Cl)Cl)CC(=O)O,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
Target167,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Target168,CN1C2=C(C(=O)N(C1=O)C)NC=N2,Cn1c(=O)c2[nH]cnc2n(C)c1=O
Target17,c1cc(C(=O)c2ccc(cc2)OC(C(=O)O)(C)C)ccc1Cl,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
Target170,CC(=O)NC=2C(=O)N(c1ccccc1)N(C)C=2C,CC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O
Target171,n1(c(nc2c1cccc2)c1cc(c2c(n(c(CCC)n2)Cc2ccc(cc2)c2c(cccc2)C(O)=O)c1)C)C,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
Target172,OC1(C(C2=CC=C(OC)C=C2)C[N+](C)(C)[O-])CCCCC1,COc1ccc(C(C[N+](C)(C)[O-])C2(O)CCCCC2)cc1
Target173,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
Target174,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
