ID,SMILES,standardized_smiles
Suspect163,CC1C(C)(C)C2=C(C(=O)OCCC2)C1(C)C,CC1C(C)(C)C2=C(C(=O)OCCC2)C1(C)C
Suspect165,CN(CCO)CCO,CN(CCO)CCO
Suspect166,NC(=O)CCCCCCCCC(=O)N,NC(=O)CCCCCCCCC(N)=O
Suspect167,CCCC1C(=C(C)NC(=C1C(=O)OC(C)(C)C)C)C(=O)OC(C)(C)C,CCCC1C(C(=O)OC(C)(C)C)=C(C)NC(C)=C1C(=O)OC(C)(C)C
Suspect168,[O-][N+](C)(C)[C@H]3C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)OC)[C@@H]3O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([N+](C)(C)[O-])[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
Suspect17,CC(C)Cc1ccc(cc1)C(C)COC(C)=O,CC(=O)OCC(C)c1ccc(CC(C)C)cc1
Suspect171,CCCCCCCC(=O)OC1COC2C(COC12)OC(=O)CCCCCCC,CCCCCCCC(=O)OC1COC2C(OC(=O)CCCCCCC)COC12
Suspect172,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
Suspect18,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C
Suspect19,O=C(O)CCC(O)C,CC(O)CCC(=O)O
Suspect190,CC(C)(c1ccc(C(C)(C)OO)cc1)OO,CC(C)(OO)c1ccc(C(C)(C)OO)cc1
Suspect2,CCCCCCCCC(C(CCCCCCCC(=O)O)O)O,CCCCCCCCC(O)C(O)CCCCCCCC(=O)O
Suspect20,CC=CC=CC(O)=O,CC=CC=CC(=O)O
Suspect21,COC(=O)CCC(=O)CN,COC(=O)CCC(=O)CN
Suspect215,CCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C1CCC(=O)N1,CCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C1CCC(=O)N1
Suspect216,C=CC1CCCCCCC1,C=CC1CCCCCCC1
Suspect22,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
Suspect23,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCO,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1
Suspect230,Cc1occc1S,Cc1occc1S
Suspect231,CCCCCC=CCC1C(O1)CC=CCC=CCCCC(=O)O,CCCCCC=CCC1OC1CC=CCC=CCCCC(=O)O
Suspect233,COC(=O)CC(O)C(=O)OC,COC(=O)CC(O)C(=O)OC
Suspect234,[Cl-].C[N+](CCO)(CCO)CCO,C[N+](CCO)(CCO)CCO
Suspect235,COc1cc2c(ccc(=O)o2)cc1OC,COc1cc2ccc(=O)oc2cc1OC
Suspect236,CC/C=C/CCCCC(=O)OC,CC/C=C/CCCCC(=O)OC
Suspect24,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1
Suspect241,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl
Suspect25,CCCCCC1C(CC(=O)OC)CCC1=O,CCCCCC1C(=O)CCC1CC(=O)OC
Suspect251,O=N(=O)c1ccc2c(c1)OCCOCCOCCO2,O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCO2
Suspect256,CC(O)C(/C)=C/C1C(=CCCC1(C)C)C,CC1=CCCC(C)(C)C1/C=C(\C)C(C)O
Suspect257,CCCC/C=CCCCCCCCCCCCC=O,CCCCC=CCCCCCCCCCCCC=O
Suspect259,COc1ccc(C=CC(=O)OC(C)C)cc1,COc1ccc(C=CC(=O)OC(C)C)cc1
Suspect26,OC(=O)CCCCC(O)=O,O=C(O)CCCCC(=O)O
Suspect264,Cc1c(C)c(=CN=O)c(C)c(C)c1=CNO,Cc1c(C)c(=CNO)c(C)c(C)c1=CN=O
Suspect268,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2O,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2O
Suspect27,CCOC(=O)C(CCC=O)C(=O)OCC,CCOC(=O)C(CCC=O)C(=O)OCC
Suspect272,CCCCCCCCCCCCCCOC(=O)CCCCCC,CCCCCCCCCCCCCCOC(=O)CCCCCC
Suspect273,OCCN(C)CCOCCN(C)C,CN(C)CCOCCN(C)CCO
Suspect274,CCCCOCCOCCOCCOCCOCCO,CCCCOCCOCCOCCOCCOCCO
Suspect275,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
Suspect28,CC(C)CC(CC(N)=O)CC(O)=O,CC(C)CC(CC(N)=O)CC(=O)O
Suspect280,CCOC(=O)CN(Cc1ccccc1)C=O,CCOC(=O)CN(C=O)Cc1ccccc1
Suspect289,Cc1ccc(cc1C)S(O)(=O)=O,Cc1ccc(S(=O)(=O)O)cc1C
Suspect29,CCCCC/C=C/C/C=C/CCCCCCCC(=O)N(CCO)CCO,CCCCC/C=C/C/C=C/CCCCCCCC(=O)N(CCO)CCO
Suspect294,OC(=O)c1cccc(c1)C(O)=O,O=C(O)c1cccc(C(=O)O)c1
Suspect296,CCOC(=O)CC(=O)C12CC3CC(CC(C3)C1)C2,CCOC(=O)CC(=O)C12CC3CC(CC(C3)C1)C2
Suspect297,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-],CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-]
Suspect3,CCCCCCCC(=O)OC(=O)CCCCCCC,CCCCCCCC(=O)OC(=O)CCCCCCC
Suspect30,OS(C1=CC2=C(C=CC=C2)C=C1)(=O)=O,O=S(=O)(O)c1ccc2ccccc2c1
Suspect303,NC(NCC=O)=C/[N+]([O-])=O,NC(=C[N+](=O)[O-])NCC=O
Suspect305,CC/C(C)=C/CCC(C)(OC(C)=O)C=C,C=CC(C)(CC/C=C(\C)CC)OC(C)=O
Suspect31,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1
Suspect32,[Na+].N1=NC=2C=C(C=CC2[N-]1)C,Cc1ccc2[n-]nnc2c1
Suspect321,CC1COC(=O)CCCCCCCCC=CC1,CC1CC=CCCCCCCCCC(=O)OC1
Suspect33,CCCCCCCCCCCC[N+](C)(C)Cc1ccc(CC)cc1,CCCCCCCCCCCC[N+](C)(C)Cc1ccc(CC)cc1
Suspect330,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c2ccccc2,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C
Suspect339,COc1ccc(NCCO)cc1N,COc1ccc(NCCO)cc1N
Suspect34,CCCCCCCCCCCCCCCCCC(=O)NCCO,CCCCCCCCCCCCCCCCCC(=O)NCCO
Suspect340,CCCCCCCC(=O)NC1CCCCC1,CCCCCCCC(=O)NC1CCCCC1
Suspect341,CCCCCCCC/C=C/CCCCCCCC1=NC(C)(CO)CO1,CCCCCCCC/C=C/CCCCCCCC1=NC(C)(CO)CO1
Suspect346,CN(C)C(CC1=CC=CC=C1)C2=CC=CC=C2,CN(C)C(Cc1ccccc1)c1ccccc1
Suspect349,COC1=CC=C(C=C1)OCC(CNC(=O)C2CCC2)O,COc1ccc(OCC(O)CNC(=O)C2CCC2)cc1
Suspect35,COC(=O)CCCCCCCCCCCC(=O)OC,COC(=O)CCCCCCCCCCCC(=O)OC
Suspect350,CC(C)Cc1ccc(CC(C)C=O)cc1,CC(C)Cc1ccc(CC(C)C=O)cc1
Suspect352,CCCCCCCCCc1cc(CN(CCO)CCO)c(O)c(CN(CCO)CCO)c1,CCCCCCCCCc1cc(CN(CCO)CCO)c(O)c(CN(CCO)CCO)c1
Suspect355,O=C(COc1nnc(s1)C(F)(F)F)N(c2ccc(F)cc2)C(C)C,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1
Suspect357,CCCCCCCC(=O)OCC(CC)(CO)CO,CCCCCCCC(=O)OCC(CC)(CO)CO
Suspect359,O=S(C=1C=CC=CC1)CC=C,C=CC[S+]([O-])c1ccccc1
Suspect36,CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCC,CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCC
Suspect364,O=C(CC#N)OCCc1ccccc1,N#CCC(=O)OCCc1ccccc1
Suspect369,CCC(=O)O[C@](Cc1ccccc1)(c2ccccc2)[C@H](C)CNC,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CNC
Suspect37,[Na+].N1=NC=2C=CC=CC2[N-]1,c1ccc2[n-]nnc2c1
Suspect370,COC(=O)C1=CCCCC1,COC(=O)C1=CCCCC1
Suspect371,CCOCCN=C(/C(C)C)c1ccccc1,CCOCCN=C(c1ccccc1)C(C)C
Suspect379,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
Suspect38,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
Suspect383,OC(=O)c1ccccc1Nc2c(Cl)cccc2Cl,O=C(O)c1ccccc1Nc1c(Cl)cccc1Cl
Suspect39,CC=CC(=C)C1C(C)=CCCC1(C)C,C=C(C=CC)C1C(C)=CCCC1(C)C
Suspect396,OCCCC1OCCC1,OCCCC1CCCO1
Suspect399,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS
Suspect4,OC(=O)CCCCCCCC(O)=O,O=C(O)CCCCCCCC(=O)O
Suspect40,O=S(=O)(c1ccc(cc1)C)NCC,CCNS(=O)(=O)c1ccc(C)cc1
Suspect400,Oc1ccc(cc1)C3=NCC(=O)Nc2ccc(Cl)cc2/3,O=C1CN=C(c2ccc(O)cc2)c2cc(Cl)ccc2N1
Suspect401,CCCCCCCCC=C/CCCCCCCC(=O)NCCOCCO,CCCCCCCCC=CCCCCCCCC(=O)NCCOCCO
Suspect402,CCCCCCCCCCCCCCOCCC#N,CCCCCCCCCCCCCCOCCC#N
Suspect405,CC(CC(=O)NCCO)CC(C)(C)C,CC(CC(=O)NCCO)CC(C)(C)C
Suspect406,CC(C)/C(=NO)/C(C)(C)C/C=C(C)/C=C,C=C/C(C)=C/CC(C)(C)C(=NO)C(C)C
Suspect41,CC(=O)OCCC(=C)C1CCC(=CC1)C,C=C(CCOC(C)=O)C1CC=C(C)CC1
Suspect411,CCCCCO[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,CCCCCO[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
Suspect414,Cc1ccc(cc1)[C@]1(C)CCCC1(C)C,Cc1ccc([C@]2(C)CCCC2(C)C)cc1
Suspect42,CCOCCOCCOCCOCCO,CCOCCOCCOCCOCCO
Suspect423,CC[N+]([O-])(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,CC[N+]([O-])(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
Suspect424,CNC(=O)C1CN(C)C2Cc3c[nH]c4cccc(c34)C2=C1,CNC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
Suspect43,CCCCCC1CC(=O)C=C(C)C1C(=O)OCC,CCCCCC1CC(=O)C=C(C)C1C(=O)OCC
Suspect434,c1ccc(cc1)C#Cc1ncccc1,C(#Cc1ccccn1)c1ccccc1
Suspect437,C1=CC=C2C(=C1)C=NC1=CC=CC=C21,c1ccc2c(c1)cnc1ccccc12
Suspect438,CCC(=O)c1ccccc1,CCC(=O)c1ccccc1
Suspect439,O=Cc1ccc(cc1)N1CCOCC1,O=Cc1ccc(N2CCOCC2)cc1
Suspect44,CCC(CC)(CCC#N)C=O,CCC(C=O)(CC)CCC#N
Suspect440,COc1c(cccc1N)[N+](=O)[O-],COc1c(N)cccc1[N+](=O)[O-]
Suspect442,COC1=Cc2c(cccc2)N(C(=O)N)c2c1cccc2,COC1=Cc2ccccc2N(C(N)=O)c2ccccc21
Suspect443,OC(=O)c1ccc(O)cc1C(=O)O,O=C(O)c1ccc(O)cc1C(=O)O
Suspect444,CCCCCCCC(CC(=O)O)O,CCCCCCCC(O)CC(=O)O
Suspect447,CCCCCCCCCCCCCCCCOC(=O)C(C)O,CCCCCCCCCCCCCCCCOC(=O)C(C)O
Suspect448,n1nn(c2ccccc12)COC,COCn1nnc2ccccc21
Suspect449,COC(=O)c1ccc2N(C)C(=C)C(C)(C)c2c1,C=C1N(C)c2ccc(C(=O)OC)cc2C1(C)C
Suspect45,CCCCCCCN(CCCCCCC)CCCCCCC,CCCCCCCN(CCCCCCC)CCCCCCC
Suspect451,CCCC1CC=C(C)C(=O)C1,CCCC1CC=C(C)C(=O)C1
Suspect452,Nc1cccnc1,Nc1cccnc1
Suspect453,C[C@H](N)[C@H](O)c1cccc(O)c1,C[C@H](N)[C@H](O)c1cccc(O)c1
Suspect46,O=CN1CCCC1c1cccnc1,O=CN1CCCC1c1cccnc1
Suspect461,Cn1nccc1C,Cc1ccnn1C
Suspect463,COc1cc(Sc2ccc(C)cc2)c(OC)cc1[N+](=O)[O-],COc1cc([N+](=O)[O-])c(OC)cc1Sc1ccc(C)cc1
Suspect464,CC(=O)NNc1ccccc1,CC(=O)NNc1ccccc1
Suspect465,CC(CC(=O)O)(CC(=O)O)c1ccccc1,CC(CC(=O)O)(CC(=O)O)c1ccccc1
Suspect466,C=CCOC(=O)NCCN1CCNC1=O,C=CCOC(=O)NCCN1CCNC1=O
Suspect467,CC(=O)NCCC(=O)O,CC(=O)NCCC(=O)O
Suspect468,CCOC(=O)c1cc(OC)ccc1,CCOC(=O)c1cccc(OC)c1
Suspect47,C(Oc1ccc(Cc2ccc(OCC3CO3)cc2)cc1)C1CO1,c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1
Suspect476,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc12,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21
Suspect477,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1
Suspect48,CCC(C)CCCCOC(=O)C=Cc1ccc(OC)cc1,CCC(C)CCCCOC(=O)C=Cc1ccc(OC)cc1
Suspect49,[O-]C(=O)OCC1CCCC=CCC1,O=C([O-])OCC1CCC=CCCC1
Suspect493,C1(CN)C(c2cc(O)ccc2)(O)CCCC1,NCC1CCCCC1(O)c1cccc(O)c1
Suspect494,CC(C)CCCCCC(=O)NCCCCCC(O)=O,CC(C)CCCCCC(=O)NCCCCCC(=O)O
Suspect498,Nc1ccc(cc1)-c1ccc(C=NN2CC(=O)NC2=O)o1,Nc1ccc(-c2ccc(C=NN3CC(=O)NC3=O)o2)cc1
Suspect5,CN1CCN(CC1)N=O,CN1CCN(N=O)CC1
Suspect50,O=C(O)C(C)C(C(=O)O)C,CC(C(=O)O)C(C)C(=O)O
Suspect503,Oc1ccc(cc1)C3=NCC(=O)Nc2ccc(Cl)cc2/3,O=C1CN=C(c2ccc(O)cc2)c2cc(Cl)ccc2N1
Suspect504,C=CN1CCCCCC1=O,C=CN1CCCCCC1=O
Suspect51,CCOC(=O)CCCCCCCOC(=O)C,CCOC(=O)CCCCCCCOC(C)=O
Suspect510,CCOc1cccc2cccnc12,CCOc1cccc2cccnc12
Suspect512,Cc1ccc(OC(=O)CC(=O)c2ccccc2)cc1,Cc1ccc(OC(=O)CC(=O)c2ccccc2)cc1
Suspect514,Nc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1,Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1
Suspect515,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(n1)C(F)F,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1
Suspect516,CC(C)OC(=O)CCCC=CC[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,CC(C)OC(=O)CCCC=CC[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
Suspect518,C1=CC=C(C=C1)S(=O)(=O)NO,O=S(=O)(NO)c1ccccc1
Suspect519,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=O)C(C)=C,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Suspect52,Nc1nc(N)nc(NC2CC2)n1,Nc1nc(N)nc(NC2CC2)n1
Suspect524,CCC(C1=CC=CC=C1)C(=O)NC(=O)NC(=O)C,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1
Suspect528,Oc1cc(Cl)c(N2C(=O)Cc3ccccc23)c(Cl)c1,O=C1Cc2ccccc2N1c1c(Cl)cc(O)cc1Cl
Suspect529,COc1cc(C=CC)ccc1OC(=O)c2ccccc2,CC=Cc1ccc(OC(=O)c2ccccc2)c(OC)c1
Suspect53,CCCCCCCCCC(C)C=Nc1ccccc1C(=O)OC,CCCCCCCCCC(C)C=Nc1ccccc1C(=O)OC
Suspect539,BrC=C,C=CBr
Suspect54,[NH4+].CCCCCCCCOC(=O)CCCCCCCCC(=O)[O-],CCCCCCCCOC(=O)CCCCCCCCC(=O)[O-]
Suspect543,CN(C)c1ccc(cc1)N=C1C=CC(=O)C=C1,CN(C)c1ccc(N=C2C=CC(=O)C=C2)cc1
Suspect544,CN1CC(C)(C)CN(C)C1=O,CN1CC(C)(C)CN(C)C1=O
Suspect545,F[B-](F)(F)F.CCN(CC)c1c(Oc2ccc(Cl)cc2)cc([N+]#N)c(Cl)c1,CCN(CC)c1cc(Cl)c([N+]#N)cc1Oc1ccc(Cl)cc1
Suspect548,CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(c1)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1
Suspect551,CC(C)CCCCCOCCC#N,CC(C)CCCCCOCCC#N
Suspect553,COc1cc(O)c(cc1)C(=O)c1c(O)cc(O)cc1,COc1ccc(C(=O)c2ccc(O)cc2O)c(O)c1
Suspect555,CCCCCCC(C)(C)C(=O)N(CCO)CCO,CCCCCCC(C)(C)C(=O)N(CCO)CCO
Suspect556,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC
Suspect558,CC1OCC(CO)(CO)CO1,CC1OCC(CO)(CO)CO1
Suspect56,CCNC(=O)C1(CCCCCC1)C(C)C,CCNC(=O)C1(C(C)C)CCCCCC1
Suspect562,CCNc1cc(OCC)c(N)cc1OCC,CCNc1cc(OCC)c(N)cc1OCC
Suspect563,Brc1cc(Br)c(OC(=O)c2ccc(cc2)C(=O)Oc2c(Br)cc(Br)cc2Br)c(Br)c1,O=C(Oc1c(Br)cc(Br)cc1Br)c1ccc(C(=O)Oc2c(Br)cc(Br)cc2Br)cc1
Suspect564,Cc1cc(Cc2cc(C)cc(Cc3c(O)ccc(C)c3)c2O)c(O)cc1,Cc1ccc(O)c(Cc2cc(C)cc(Cc3cc(C)ccc3O)c2O)c1
Suspect567,C1CCCCCCCCCCC1,C1CCCCCCCCCCC1
Suspect569,CC(O)C1CCCCC1,CC(O)C1CCCCC1
Suspect57,CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
Suspect571,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C)C(=O)Oc1cccc(c1)[N+](C)(C)C,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1
Suspect572,CCCCCCCCCCCCCCCCCC(=O)NCCN(CCNC(=O)C)C(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)NCCN(CCNC(C)=O)C(=O)CCCCCCCCCCCCCCCCC
Suspect579,NC(=O)NC1CCCCC1,NC(=O)NC1CCCCC1
Suspect58,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
Suspect580,CN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
Suspect581,OC(=O)c1cc(ccc1)[N+](=O)[O-],O=C(O)c1cccc([N+](=O)[O-])c1
Suspect583,CCCC(=O)CC,CCCC(=O)CC
Suspect584,CCCCCCCCCCCC(=O)OC1COC2C(O)COC12,CCCCCCCCCCCC(=O)OC1COC2C(O)COC12
Suspect585,C(CC(C(=O)O)N)CC(C(=O)O)N,NC(CCCC(N)C(=O)O)C(=O)O
Suspect59,CCOC(=O)C1=C(C)OCCC1,CCOC(=O)C1=C(C)OCCC1
